일자,행정동,신고건수,단속건수
20210929,답십리1동,0,17
20210929,답십리2동,0,5
20210929,이문1동,0,3
20210929,이문2동,0,1
20210929,장안1동,0,6
20210929,장안2동,0,15
20210929,전농1동,0,2
20210929,제기동,0,5
20210929,청량리동,0,12
20210929,회기동,0,20
20210929,휘경1동,0,4
20210929,휘경2동,0,2
20210930,답십리1동,0,19
20210930,답십리2동,0,2
20210930,이문1동,0,6
20210930,이문2동,0,1
20210930,장안1동,0,7
20210930,장안2동,0,32
20210930,전농1동,0,3
20210930,제기동,0,4
20210930,청량리동,0,18
20210930,회기동,0,15
20210930,휘경1동,0,1
20210930,휘경2동,0,2
20211001,답십리1동,0,21
20211001,답십리2동,0,4
20211001,이문1동,0,1
20211001,이문2동,0,1
20211001,장안1동,0,10
20211001,장안2동,0,38
20211001,전농1동,0,3
20211001,제기동,0,11
20211001,청량리동,0,15
20211001,회기동,0,10
20211001,휘경1동,0,1
20211001,휘경2동,0,3
20211002,답십리1동,0,5
20211002,이문1동,0,2
20211002,장안1동,0,3
20211002,장안2동,0,10
20211002,전농1동,0,2
20211002,전농2동,0,1
20211002,제기동,0,13
20211002,청량리동,0,9
20211002,회기동,0,11
20211002,휘경2동,0,2
20211003,답십리1동,0,6
20211003,이문1동,0,1
20211003,장안1동,0,5
20211003,장안2동,0,24
20211003,전농1동,0,3
20211003,제기동,0,5
20211003,청량리동,0,1
20211003,회기동,0,9
20211003,휘경1동,0,1
20211003,휘경2동,0,2
20211004,답십리1동,0,29
20211004,답십리2동,0,9
20211004,이문1동,0,6
20211004,장안1동,0,21
20211004,장안2동,0,47
20211004,전농1동,0,10
20211004,제기동,0,19
20211004,회기동,0,20
20211004,휘경1동,0,7
20211004,휘경2동,0,4
20211005,답십리1동,0,14
20211005,답십리2동,0,6
20211005,이문2동,0,2
20211005,장안1동,0,13
20211005,장안2동,0,28
20211005,전농1동,0,3
20211005,제기동,0,15
20211005,청량리동,0,15
20211005,회기동,0,8
20211005,휘경1동,0,7
20211005,휘경2동,0,5
20211006,답십리1동,0,16
20211006,답십리2동,0,2
20211006,이문1동,0,1
20211006,장안1동,0,11
20211006,장안2동,0,21
20211006,전농1동,0,3
20211006,제기동,0,14
20211006,청량리동,0,15
20211006,회기동,0,15
20211006,휘경1동,0,6
20211006,휘경2동,0,2
20211007,답십리1동,0,19
20211007,답십리2동,0,3
20211007,이문1동,0,3
20211007,장안1동,0,16
20211007,장안2동,0,27
20211007,전농1동,0,3
20211007,제기동,0,19
20211007,청량리동,0,19
20211007,회기동,0,25
20211007,휘경1동,0,4
20211007,휘경2동,0,1
20211008,답십리1동,0,27
20211008,답십리2동,0,2
20211008,이문1동,0,2
20211008,장안1동,0,7
20211008,장안2동,0,26
20211008,전농1동,0,6
20211008,제기동,0,17
20211008,청량리동,0,14
20211008,회기동,0,20
20211008,휘경1동,0,1
20211009,답십리1동,0,10
20211009,답십리2동,0,2
20211009,이문1동,0,4
20211009,이문2동,0,1
20211009,장안1동,0,7
20211009,장안2동,0,12
20211009,전농1동,0,1
20211009,제기동,0,15
20211009,청량리동,0,4
20211009,회기동,0,5
20211009,휘경2동,0,3
20211010,답십리1동,0,9
20211010,이문1동,0,1
20211010,장안1동,0,3
20211010,장안2동,0,8
20211010,전농1동,0,1
20211010,제기동,0,9
20211010,청량리동,0,1
20211010,회기동,0,6
20211010,휘경1동,0,1
20211010,휘경2동,0,1
20211011,답십리1동,0,5
20211011,답십리2동,0,3
20211011,장안1동,0,8
20211011,장안2동,0,8
20211011,제기동,0,50
20211011,청량리동,0,7
20211011,회기동,0,11
20211011,휘경2동,0,2
20211012,답십리1동,0,16
20211012,답십리2동,0,3
20211012,이문1동,0,1
20211012,이문2동,0,1
20211012,장안1동,0,13
20211012,장안2동,0,23
20211012,전농1동,0,4
20211012,제기동,0,13
20211012,청량리동,0,13
20211012,회기동,0,25
20211012,휘경1동,0,4
20211012,휘경2동,0,3
20211013,답십리1동,0,11
20211013,답십리2동,0,3
20211013,이문1동,0,4
20211013,이문2동,0,1
20211013,장안1동,0,11
20211013,장안2동,0,22
20211013,전농1동,0,4
20211013,제기동,0,18
20211013,청량리동,0,14
20211013,회기동,0,18
20211013,휘경1동,0,3
20211013,휘경2동,0,3
20211014,답십리1동,0,11
20211014,답십리2동,0,5
20211014,이문1동,0,4
20211014,이문2동,0,1
20211014,장안1동,0,15
20211014,장안2동,0,26
20211014,전농1동,0,2
20211014,제기동,0,48
20211014,청량리동,0,10
20211014,회기동,0,21
20211014,휘경1동,0,3
20211015,답십리1동,0,12
20211015,답십리2동,0,7
20211015,이문1동,0,2
20211015,장안1동,0,7
20211015,장안2동,0,18
20211015,전농1동,0,9
20211015,전농2동,0,1
20211015,제기동,0,17
20211015,청량리동,0,20
20211015,회기동,0,16
20211015,휘경1동,0,7
20211015,휘경2동,0,2
20211016,답십리1동,0,4
20211016,답십리2동,0,2
20211016,이문1동,0,1
20211016,장안1동,0,1
20211016,장안2동,0,10
20211016,제기동,0,21
20211016,청량리동,0,11
20211016,회기동,0,14
20211016,휘경1동,0,1
20211016,휘경2동,0,2
20211017,답십리1동,0,6
20211017,답십리2동,0,5
20211017,이문1동,0,2
20211017,이문2동,0,1
20211017,장안1동,0,2
20211017,장안2동,0,10
20211017,전농1동,0,2
20211017,제기동,0,4
20211017,회기동,0,5
20211017,휘경1동,0,2
20211017,휘경2동,0,2
20211018,답십리1동,0,10
20211018,답십리2동,0,6
20211018,이문1동,0,2
20211018,이문2동,0,1
20211018,장안1동,0,9
20211018,장안2동,0,24
20211018,전농1동,0,2
20211018,전농2동,0,1
20211018,제기동,0,10
20211018,청량리동,0,29
20211018,회기동,0,8
20211018,휘경2동,0,1
20211019,답십리1동,0,11
20211019,답십리2동,0,3
20211019,이문1동,0,3
20211019,장안1동,0,13
20211019,장안2동,0,24
20211019,전농1동,0,2
20211019,제기동,0,10
20211019,청량리동,0,18
20211019,회기동,0,15
20211019,휘경1동,0,8
20211019,휘경2동,0,1
20211020,답십리1동,0,20
20211020,답십리2동,0,2
20211020,이문1동,0,3
20211020,장안1동,0,15
20211020,장안2동,0,24
20211020,전농1동,0,7
20211020,제기동,0,7
20211020,청량리동,0,14
20211020,회기동,0,20
20211020,휘경1동,0,3
20211020,휘경2동,0,3
20211021,답십리1동,0,11
20211021,답십리2동,0,3
20211021,장안1동,0,7
20211021,장안2동,0,14
20211021,전농1동,0,2
20211021,전농2동,0,1
20211021,제기동,0,12
20211021,청량리동,0,24
20211021,회기동,0,16
20211021,휘경1동,0,6
20211021,휘경2동,0,2
20211022,답십리1동,0,20
20211022,답십리2동,0,4
20211022,이문1동,0,5
20211022,장안1동,0,10
20211022,장안2동,0,21
20211022,전농1동,0,4
20211022,제기동,0,16
20211022,청량리동,0,9
20211022,회기동,0,11
20211022,휘경2동,0,1
20211023,답십리1동,0,3
20211023,장안1동,0,5
20211023,장안2동,0,10
20211023,제기동,0,1
20211023,청량리동,0,4
20211023,회기동,0,16
20211023,휘경1동,0,1
20211023,휘경2동,0,2
20211024,답십리1동,0,5
20211024,답십리2동,0,2
20211024,이문1동,0,1
20211024,장안1동,0,4
20211024,장안2동,0,18
20211024,전농1동,0,3
20211024,제기동,0,3
20211024,청량리동,0,2
20211024,회기동,0,6
20211024,휘경2동,0,5
20211025,답십리1동,0,11
20211025,답십리2동,0,5
20211025,이문1동,0,4
20211025,장안1동,0,10
20211025,장안2동,0,23
20211025,전농1동,0,2
20211025,전농2동,0,1
20211025,제기동,0,3
20211025,청량리동,0,13
20211025,회기동,0,11
20211025,휘경1동,0,5
20211025,휘경2동,0,2
20211026,답십리1동,0,7
20211026,답십리2동,0,5
20211026,이문1동,0,4
20211026,장안1동,0,8
20211026,장안2동,0,27
20211026,전농1동,0,7
20211026,제기동,0,6
20211026,청량리동,0,20
20211026,회기동,0,14
20211026,휘경1동,0,7
20211026,휘경2동,0,1
20211027,답십리1동,0,14
20211027,답십리2동,0,4
20211027,이문1동,0,2
20211027,장안1동,0,17
20211027,장안2동,0,36
20211027,전농1동,0,1
20211027,제기동,0,6
20211027,청량리동,0,31
20211027,회기동,0,10
20211027,휘경1동,0,4
20211027,휘경2동,0,2
20211028,답십리1동,0,12
20211028,답십리2동,0,4
20211028,이문1동,0,5
20211028,이문2동,0,1
20211028,장안1동,0,13
20211028,장안2동,0,14
20211028,전농1동,0,1
20211028,제기동,1,9
20211028,청량리동,0,4
20211028,회기동,1,11
20211028,휘경1동,0,4
20211028,휘경2동,0,1
20211029,답십리1동,0,15
20211029,답십리2동,0,2
20211029,이문1동,0,5
20211029,이문2동,0,3
20211029,장안1동,0,10
20211029,장안2동,0,21
20211029,전농1동,0,4
20211029,전농2동,0,1
20211029,제기동,3,14
20211029,청량리동,0,15
20211029,회기동,1,15
20211029,휘경1동,0,5
20211029,휘경2동,0,1
20211030,답십리1동,0,4
20211030,답십리2동,0,1
20211030,이문1동,0,3
20211030,장안1동,0,5
20211030,장안2동,0,17
20211030,전농1동,0,2
20211030,제기동,7,15
20211030,청량리동,4,1
20211030,회기동,0,8
20211030,휘경1동,0,4
20211030,휘경2동,0,2
20211031,답십리1동,0,6
20211031,답십리2동,0,1
20211031,이문1동,0,10
20211031,장안1동,0,1
20211031,장안2동,0,12
20211031,제기동,3,6
20211031,청량리동,2,6
20211031,회기동,0,9
20211031,휘경2동,0,3
20211101,답십리1동,0,21
20211101,답십리2동,0,2
20211101,이문1동,0,5
20211101,장안1동,0,11
20211101,장안2동,0,28
20211101,전농1동,0,7
20211101,전농2동,0,1
20211101,제기동,2,8
20211101,청량리동,1,6
20211101,회기동,1,17
20211101,휘경2동,0,3
20211102,답십리1동,0,24
20211102,답십리2동,0,5
20211102,장안1동,0,10
20211102,장안2동,0,21
20211102,전농2동,0,1
20211102,제기동,0,29
20211102,청량리동,0,4
20211102,회기동,0,12
20211102,휘경1동,0,1
20211102,휘경2동,0,2
20211103,답십리1동,0,10
20211103,답십리2동,0,5
20211103,이문1동,0,4
20211103,장안1동,0,15
20211103,장안2동,0,17
20211103,전농1동,0,2
20211103,전농2동,0,2
20211103,제기동,2,13
20211103,청량리동,1,15
20211103,회기동,0,15
20211103,휘경1동,0,5
20211103,휘경2동,0,4
20211104,답십리1동,0,11
20211104,답십리2동,0,3
20211104,이문1동,0,2
20211104,장안1동,0,12
20211104,장안2동,0,17
20211104,전농1동,0,1
20211104,제기동,0,12
20211104,청량리동,0,30
20211104,회기동,1,15
20211104,휘경1동,0,4
20211104,휘경2동,0,1
20211105,답십리1동,0,10
20211105,답십리2동,0,2
20211105,이문1동,0,4
20211105,장안1동,0,9
20211105,장안2동,0,24
20211105,전농1동,0,2
20211105,제기동,3,13
20211105,청량리동,0,13
20211105,회기동,0,10
20211105,휘경1동,0,2
20211105,휘경2동,0,1
20211106,답십리1동,0,8
20211106,답십리2동,0,1
20211106,이문1동,0,1
20211106,장안1동,0,4
20211106,장안2동,0,13
20211106,전농1동,0,2
20211106,제기동,3,6
20211106,청량리동,2,2
20211106,회기동,1,10
20211106,휘경1동,0,3
20211106,휘경2동,0,2
20211107,답십리1동,0,3
20211107,답십리2동,0,2
20211107,이문1동,0,2
20211107,장안1동,0,4
20211107,장안2동,0,16
20211107,제기동,1,6
20211107,청량리동,2,1
20211107,회기동,0,7
20211107,휘경1동,0,2
20211107,휘경2동,0,2
20211108,답십리1동,0,15
20211108,답십리2동,0,2
20211108,이문1동,0,5
20211108,장안1동,0,8
20211108,장안2동,0,22
20211108,전농1동,0,2
20211108,전농2동,0,3
20211108,제기동,4,4
20211108,청량리동,1,9
20211108,회기동,0,12
20211108,휘경1동,0,3
20211108,휘경2동,0,3
20211109,답십리1동,0,14
20211109,답십리2동,0,2
20211109,이문1동,0,2
20211109,장안1동,0,13
20211109,장안2동,1,13
20211109,전농1동,0,1
20211109,전농2동,0,2
20211109,제기동,3,13
20211109,청량리동,0,9
20211109,회기동,0,9
20211109,휘경1동,0,1
20211109,휘경2동,0,2
20211110,답십리1동,0,17
20211110,답십리2동,0,1
20211110,이문1동,1,6
20211110,장안1동,0,8
20211110,장안2동,0,12
20211110,전농1동,0,4
20211110,제기동,2,7
20211110,청량리동,0,14
20211110,회기동,2,12
20211110,휘경1동,0,1
20211110,휘경2동,0,3
20211111,답십리1동,0,9
20211111,답십리2동,0,1
20211111,이문1동,0,4
20211111,이문2동,0,1
20211111,장안1동,1,12
20211111,장안2동,0,28
20211111,전농1동,0,3
20211111,전농2동,0,1
20211111,제기동,2,32
20211111,청량리동,0,3
20211111,회기동,0,20
20211111,휘경1동,0,7
20211111,휘경2동,0,5
20211112,답십리1동,0,20
20211112,답십리2동,0,2
20211112,이문1동,0,4
20211112,장안1동,0,12
20211112,장안2동,0,27
20211112,전농1동,0,4
20211112,제기동,4,15
20211112,청량리동,1,21
20211112,회기동,0,16
20211112,휘경1동,0,8
20211112,휘경2동,0,4
20211113,답십리1동,0,7
20211113,답십리2동,0,1
20211113,이문1동,0,1
20211113,이문2동,0,1
20211113,장안1동,0,4
20211113,장안2동,0,12
20211113,제기동,2,12
20211113,청량리동,1,10
20211113,회기동,1,10
20211114,답십리1동,0,2
20211114,답십리2동,0,2
20211114,이문1동,0,3
20211114,장안1동,0,2
20211114,장안2동,0,11
20211114,제기동,2,11
20211114,청량리동,1,2
20211114,회기동,0,9
20211114,휘경1동,0,1
20211114,휘경2동,0,6
20211115,답십리1동,0,13
20211115,답십리2동,0,2
20211115,이문1동,0,1
20211115,이문2동,0,1
20211115,장안1동,0,13
20211115,장안2동,0,17
20211115,전농1동,0,1
20211115,제기동,2,13
20211115,청량리동,1,24
20211115,회기동,0,7
20211115,휘경1동,0,5
20211115,휘경2동,0,5
20211116,답십리1동,0,13
20211116,답십리2동,0,1
20211116,이문1동,0,5
20211116,장안1동,0,9
20211116,장안2동,0,19
20211116,전농1동,0,3
20211116,제기동,3,10
20211116,청량리동,0,39
20211116,회기동,1,15
20211116,휘경1동,0,8
20211116,휘경2동,0,4
20211117,답십리1동,0,15
20211117,답십리2동,1,1
20211117,이문1동,0,2
20211117,장안1동,0,19
20211117,장안2동,0,25
20211117,전농1동,0,1
20211117,전농2동,0,1
20211117,제기동,3,13
20211117,청량리동,1,31
20211117,회기동,1,12
20211117,휘경1동,0,3
20211117,휘경2동,0,1
20211118,답십리1동,0,15
20211118,답십리2동,0,3
20211118,이문1동,0,2
20211118,장안1동,0,15
20211118,장안2동,0,22
20211118,전농1동,0,4
20211118,제기동,2,12
20211118,청량리동,0,21
20211118,회기동,1,12
20211118,휘경1동,0,4
20211118,휘경2동,0,8
20211119,답십리1동,1,25
20211119,답십리2동,0,1
20211119,이문1동,0,4
20211119,장안1동,0,13
20211119,장안2동,0,17
20211119,전농1동,0,7
20211119,제기동,1,13
20211119,청량리동,0,29
20211119,회기동,1,19
20211119,휘경1동,0,6
20211120,답십리1동,0,10
20211120,답십리2동,0,2
20211120,이문1동,0,2
20211120,장안1동,0,5
20211120,장안2동,0,5
20211120,전농1동,0,4
20211120,전농2동,1,1
20211120,제기동,1,12
20211120,청량리동,1,15
20211120,회기동,2,15
20211120,휘경1동,1,1
20211120,휘경2동,0,1
20211121,답십리1동,0,6
20211121,이문1동,0,3
20211121,이문2동,0,1
20211121,장안1동,0,3
20211121,장안2동,0,12
20211121,제기동,1,2
20211121,청량리동,0,5
20211121,회기동,6,29
20211121,휘경1동,0,1
20211121,휘경2동,0,4
20211122,답십리1동,0,10
20211122,답십리2동,0,4
20211122,이문1동,0,10
20211122,장안1동,0,1
20211122,장안2동,0,16
20211122,전농1동,0,3
20211122,전농2동,0,1
20211122,제기동,0,32
20211122,청량리동,0,17
20211122,회기동,2,17
20211122,휘경1동,0,6
20211122,휘경2동,0,2
20211123,답십리1동,0,7
20211123,답십리2동,0,4
20211123,이문1동,0,3
20211123,장안1동,0,10
20211123,장안2동,0,9
20211123,전농1동,0,3
20211123,전농2동,0,1
20211123,제기동,3,12
20211123,청량리동,0,28
20211123,회기동,0,16
20211123,휘경1동,0,9
20211123,휘경2동,0,3
20211124,답십리1동,0,13
20211124,답십리2동,0,4
20211124,이문1동,0,7
20211124,이문2동,0,1
20211124,장안1동,1,13
20211124,장안2동,0,11
20211124,전농1동,0,7
20211124,전농2동,0,1
20211124,제기동,0,14
20211124,청량리동,1,21
20211124,회기동,0,17
20211124,휘경1동,0,5
20211124,휘경2동,1,1
20211125,답십리1동,0,17
20211125,답십리2동,0,1
20211125,이문1동,0,6
20211125,장안1동,0,5
20211125,장안2동,0,18
20211125,전농1동,0,2
20211125,제기동,0,11
20211125,청량리동,4,34
20211125,회기동,1,11
20211125,휘경1동,0,5
20211125,휘경2동,0,2
20211126,답십리1동,0,12
20211126,답십리2동,0,2
20211126,이문1동,0,8
20211126,장안1동,0,7
20211126,장안2동,0,21
20211126,전농1동,0,1
20211126,제기동,1,8
20211126,청량리동,1,44
20211126,회기동,5,18
20211126,휘경1동,0,2
20211126,휘경2동,1,0
20211127,답십리1동,0,3
20211127,답십리2동,0,1
20211127,이문1동,0,11
20211127,장안1동,0,3
20211127,장안2동,0,4
20211127,전농1동,0,2
20211127,제기동,0,5
20211127,청량리동,1,2
20211127,회기동,1,3
20211127,휘경1동,0,1
20211127,휘경2동,0,1
20211128,답십리1동,0,8
20211128,답십리2동,0,1
20211128,이문1동,0,16
20211128,이문2동,0,1
20211128,장안1동,0,1
20211128,장안2동,0,5
20211128,전농1동,0,2
20211128,제기동,1,7
20211128,회기동,1,8
20211128,휘경1동,0,2
20211128,휘경2동,0,2
20211129,답십리1동,0,15
20211129,답십리2동,0,2
20211129,이문1동,0,3
20211129,장안1동,0,11
20211129,장안2동,0,13
20211129,전농1동,0,2
20211129,제기동,2,12
20211129,청량리동,0,41
20211129,회기동,1,17
20211129,휘경1동,0,4
20211129,휘경2동,0,2
20211130,답십리1동,0,9
20211130,답십리2동,0,4
20211130,이문1동,0,5
20211130,장안1동,0,6
20211130,장안2동,0,19
20211130,전농2동,0,3
20211130,제기동,4,12
20211130,청량리동,1,22
20211130,회기동,0,12
20211130,휘경1동,0,2
20211130,휘경2동,0,3
20211201,답십리1동,0,11
20211201,답십리2동,0,1
20211201,이문1동,0,3
20211201,이문2동,0,1
20211201,장안1동,0,10
20211201,장안2동,0,16
20211201,전농1동,0,1
20211201,전농2동,1,0
20211201,제기동,0,9
20211201,청량리동,1,40
20211201,회기동,1,11
20211201,휘경1동,0,4
20211201,휘경2동,0,2
20211202,답십리1동,0,13
20211202,답십리2동,1,4
20211202,이문1동,0,2
20211202,이문2동,0,2
20211202,장안1동,0,12
20211202,장안2동,0,12
20211202,전농1동,0,4
20211202,전농2동,1,3
20211202,제기동,1,56
20211202,청량리동,2,40
20211202,회기동,0,20
20211202,휘경1동,0,2
20211202,휘경2동,0,2
20211203,답십리1동,0,13
20211203,답십리2동,0,3
20211203,이문1동,0,1
20211203,이문2동,0,1
20211203,장안1동,0,11
20211203,장안2동,0,12
20211203,전농1동,0,1
20211203,전농2동,1,0
20211203,제기동,0,9
20211203,청량리동,1,21
20211203,회기동,1,8
20211203,휘경1동,0,3
20211203,휘경2동,0,3
20211204,답십리1동,0,6
20211204,답십리2동,0,2
20211204,이문1동,0,2
20211204,장안1동,0,2
20211204,장안2동,0,7
20211204,청량리동,0,1
20211204,회기동,1,8
20211204,휘경1동,0,1
20211204,휘경2동,0,1
20211205,답십리1동,0,3
20211205,답십리2동,0,1
20211205,이문1동,0,2
20211205,장안1동,0,5
20211205,장안2동,0,13
20211205,전농1동,0,1
20211205,전농2동,1,0
20211205,제기동,0,1
20211205,회기동,0,3
20211205,휘경2동,0,2
20211206,답십리1동,0,18
20211206,답십리2동,0,3
20211206,장안1동,0,7
20211206,장안2동,0,17
20211206,전농1동,0,2
20211206,제기동,2,41
20211206,청량리동,0,26
20211206,회기동,0,22
20211206,휘경1동,0,2
20211206,휘경2동,0,2
20211207,답십리1동,0,18
20211207,답십리2동,0,1
20211207,이문1동,0,4
20211207,장안1동,0,6
20211207,장안2동,0,16
20211207,전농1동,0,4
20211207,제기동,1,1
20211207,청량리동,0,32
20211207,회기동,0,11
20211207,휘경1동,0,7
20211208,답십리1동,0,16
20211208,용신동,1,0
20211208,이문1동,0,3
20211208,이문2동,0,1
20211208,장안1동,0,10
20211208,장안2동,0,11
20211208,전농1동,0,2
20211208,전농2동,1,0
20211208,제기동,5,12
20211208,청량리동,0,24
20211208,회기동,1,11
20211208,휘경2동,0,2
20211209,답십리1동,0,12
20211209,답십리2동,0,3
20211209,이문1동,0,3
20211209,장안1동,0,4
20211209,장안2동,0,24
20211209,전농1동,0,3
20211209,제기동,1,18
20211209,청량리동,0,27
20211209,회기동,0,24
20211209,휘경1동,0,5
20211209,휘경2동,0,3
20211210,답십리1동,0,13
20211210,답십리2동,0,4
20211210,이문1동,0,3
20211210,장안1동,0,4
20211210,장안2동,0,12
20211210,전농1동,0,2
20211210,제기동,0,6
20211210,청량리동,0,20
20211210,회기동,1,18
20211210,휘경1동,0,1
20211210,휘경2동,0,1
20211211,답십리1동,0,4
20211211,답십리2동,0,2
20211211,장안1동,0,1
20211211,장안2동,0,8
20211211,제기동,1,4
20211211,청량리동,0,5
20211211,회기동,1,8
20211211,휘경1동,0,1
20211211,휘경2동,0,4
20211212,답십리1동,1,6
20211212,장안1동,0,2
20211212,장안2동,0,13
20211212,제기동,1,1
20211212,청량리동,0,1
20211212,회기동,0,10
20211212,휘경1동,0,1
20211212,휘경2동,0,2
20211213,답십리1동,0,6
20211213,답십리2동,0,4
20211213,이문1동,0,1
20211213,장안1동,0,6
20211213,장안2동,0,18
20211213,전농1동,0,3
20211213,제기동,1,34
20211213,청량리동,1,24
20211213,회기동,0,14
20211213,휘경1동,0,8
20211214,답십리1동,0,13
20211214,답십리2동,0,1
20211214,이문1동,0,3
20211214,이문2동,0,1
20211214,장안1동,1,4
20211214,장안2동,0,19
20211214,전농1동,0,3
20211214,제기동,0,10
20211214,청량리동,0,27
20211214,회기동,0,23
20211214,휘경1동,0,4
20211215,답십리1동,0,6
20211215,답십리2동,0,1
20211215,장안1동,0,9
20211215,장안2동,0,16
20211215,전농1동,0,1
20211215,전농2동,0,1
20211215,제기동,2,8
20211215,청량리동,1,42
20211215,회기동,3,17
20211215,휘경1동,0,3
20211215,휘경2동,0,1
20211216,답십리1동,0,10
20211216,답십리2동,0,2
20211216,이문1동,0,2
20211216,장안1동,0,6
20211216,장안2동,0,13
20211216,전농1동,0,2
20211216,제기동,0,18
20211216,청량리동,1,31
20211216,회기동,0,17
20211216,휘경1동,0,4
20211216,휘경2동,0,2
20211217,답십리1동,0,17
20211217,이문1동,0,2
20211217,장안1동,0,5
20211217,장안2동,0,30
20211217,전농1동,0,6
20211217,제기동,2,12
20211217,청량리동,0,27
20211217,회기동,2,35
20211217,휘경1동,0,2
20211218,답십리1동,0,8
20211218,장안1동,0,5
20211218,장안2동,0,12
20211218,전농1동,0,2
20211218,청량리동,0,3
20211218,회기동,0,3
20211218,휘경1동,0,3
20211219,답십리1동,0,6
20211219,이문1동,0,1
20211219,이문2동,0,1
20211219,장안2동,0,8
20211219,제기동,0,7
20211219,청량리동,0,1
20211219,회기동,1,8
20211220,답십리1동,0,18
20211220,답십리2동,0,4
20211220,장안1동,0,6
20211220,장안2동,0,14
20211220,전농1동,0,4
20211220,제기동,0,2
20211220,청량리동,0,21
20211220,회기동,0,13
20211220,휘경1동,0,5
20211220,휘경2동,0,2
20211221,답십리1동,0,6
20211221,답십리2동,0,3
20211221,이문1동,0,3
20211221,이문2동,0,2
20211221,장안1동,0,2
20211221,장안2동,0,19
20211221,전농1동,0,2
20211221,제기동,1,6
20211221,청량리동,0,40
20211221,회기동,2,18
20211221,휘경1동,0,1
20211221,휘경2동,0,1
20211222,답십리1동,0,13
20211222,용신동,1,0
20211222,이문1동,0,1
20211222,장안1동,0,9
20211222,장안2동,0,17
20211222,전농1동,0,1
20211222,제기동,2,19
20211222,청량리동,1,23
20211222,회기동,2,10
20211222,휘경1동,0,1
20211222,휘경2동,0,2
20211223,답십리1동,0,13
20211223,답십리2동,0,5
20211223,이문1동,0,1
20211223,장안1동,0,11
20211223,장안2동,0,18
20211223,전농1동,0,6
20211223,전농2동,0,1
20211223,제기동,1,8
20211223,청량리동,0,19
20211223,회기동,0,27
20211223,휘경2동,0,1
20211224,답십리1동,1,11
20211224,답십리2동,0,3
20211224,이문1동,0,3
20211224,장안1동,0,6
20211224,장안2동,0,21
20211224,전농1동,0,1
20211224,전농2동,0,1
20211224,제기동,0,54
20211224,청량리동,0,15
20211224,회기동,0,26
20211224,휘경1동,0,3
20211224,휘경2동,0,2
20211225,답십리1동,0,2
20211225,이문1동,0,4
20211225,장안1동,0,6
20211225,장안2동,0,17
20211225,전농1동,0,2
20211225,제기동,1,4
20211225,회기동,1,7
20211225,휘경2동,0,1
20211226,답십리1동,0,4
20211226,답십리2동,0,1
20211226,장안1동,0,1
20211226,장안2동,0,11
20211226,전농1동,0,2
20211226,제기동,2,3
20211226,청량리동,0,8
20211226,회기동,1,9
20211226,휘경1동,0,2
20211226,휘경2동,0,4
20211227,답십리1동,0,11
20211227,답십리2동,0,3
20211227,장안1동,0,7
20211227,장안2동,0,17
20211227,전농1동,0,1
20211227,전농2동,0,1
20211227,제기동,4,5
20211227,청량리동,2,33
20211227,회기동,1,15
20211227,휘경1동,0,2
20211227,휘경2동,0,6
20211228,답십리1동,0,13
20211228,답십리2동,0,3
20211228,이문1동,1,3
20211228,장안1동,0,7
20211228,장안2동,0,24
20211228,전농1동,0,2
20211228,제기동,2,6
20211228,청량리동,0,37
20211228,회기동,0,11
20211228,휘경1동,0,1
20211228,휘경2동,0,1
20211229,답십리1동,0,16
20211229,답십리2동,0,3
20211229,이문1동,0,2
20211229,장안1동,0,3
20211229,장안2동,0,21
20211229,전농1동,0,2
20211229,제기동,0,9
20211229,청량리동,0,11
20211229,회기동,0,11
20211229,휘경1동,0,2
20211229,휘경2동,0,2
20211230,답십리1동,0,13
20211230,답십리2동,1,5
20211230,이문1동,0,6
20211230,장안1동,0,11
20211230,장안2동,0,22
20211230,전농1동,0,1
20211230,제기동,5,5
20211230,청량리동,0,17
20211230,회기동,3,5
20211230,휘경1동,0,5
20211231,답십리1동,0,18
20211231,답십리2동,0,2
20211231,이문1동,0,2
20211231,장안1동,0,8
20211231,장안2동,0,25
20211231,전농1동,0,1
20211231,제기동,2,10
20211231,청량리동,1,23
20211231,회기동,1,5
20211231,휘경1동,1,7
20211231,휘경2동,0,2
20220101,답십리1동,0,2
20220101,답십리2동,0,2
20220101,이문1동,0,1
20220101,장안1동,0,5
20220101,장안2동,0,11
20220101,제기동,1,0
20220101,회기동,0,1
20220101,휘경1동,0,2
20220101,휘경2동,0,3
20220102,답십리1동,0,9
20220102,답십리2동,0,1
20220102,장안1동,0,2
20220102,장안2동,0,11
20220102,전농1동,0,2
20220102,청량리동,0,9
20220102,회기동,0,1
20220102,휘경1동,0,1
20220102,휘경2동,0,2
20220103,답십리1동,0,8
20220103,답십리2동,0,4
20220103,이문1동,0,3
20220103,장안1동,0,3
20220103,장안2동,0,19
20220103,전농1동,0,1
20220103,제기동,1,13
20220103,청량리동,0,30
20220103,회기동,2,9
20220103,휘경1동,0,3
20220103,휘경2동,0,5
20220104,답십리1동,0,14
20220104,답십리2동,0,3
20220104,이문1동,0,2
20220104,이문2동,0,1
20220104,장안1동,0,10
20220104,장안2동,0,18
20220104,제기동,1,5
20220104,청량리동,0,34
20220104,회기동,1,14
20220104,휘경1동,0,1
20220104,휘경2동,0,6
20220105,답십리1동,0,18
20220105,답십리2동,0,2
20220105,이문1동,0,2
20220105,장안1동,0,2
20220105,장안2동,0,18
20220105,전농1동,0,1
20220105,전농2동,0,1
