행정동명,month,total_registered,시군구
서울특별시 강남구 개포1동,2021-11,3631,강남구
서울특별시 강남구 개포1동,2021-12,3681,강남구
서울특별시 강남구 개포1동,2022-01,3697,강남구
서울특별시 강남구 개포1동,2022-02,3717,강남구
서울특별시 강남구 개포1동,2022-03,3735,강남구
서울특별시 강남구 개포1동,2022-04,3774,강남구
서울특별시 강남구 개포1동,2022-05,3816,강남구
서울특별시 강남구 개포1동,2022-06,3832,강남구
서울특별시 강남구 개포1동,2022-07,3850,강남구
서울특별시 강남구 개포1동,2022-08,3871,강남구
서울특별시 강남구 개포1동,2022-09,3895,강남구
서울특별시 강남구 개포1동,2022-10,3910,강남구
서울특별시 강남구 개포1동,2022-11,3937,강남구
서울특별시 강남구 개포1동,2022-12,3964,강남구
서울특별시 강남구 개포1동,2023-01,3997,강남구
서울특별시 강남구 개포1동,2023-02,4023,강남구
서울특별시 강남구 개포1동,2023-03,4067,강남구
서울특별시 강남구 개포1동,2023-04,4105,강남구
서울특별시 강남구 개포1동,2023-05,4142,강남구
서울특별시 강남구 개포1동,2023-06,4199,강남구
서울특별시 강남구 개포1동,2023-07,4226,강남구
서울특별시 강남구 개포1동,2023-08,4252,강남구
서울특별시 강남구 개포1동,2023-09,4280,강남구
서울특별시 강남구 개포1동,2023-10,4305,강남구
서울특별시 강남구 개포1동,2023-11,4337,강남구
서울특별시 강남구 개포1동,2023-12,4372,강남구
서울특별시 강남구 개포2동,2021-11,10072,강남구
서울특별시 강남구 개포2동,2021-12,10172,강남구
서울특별시 강남구 개포2동,2022-01,10224,강남구
서울특별시 강남구 개포2동,2022-02,10271,강남구
서울특별시 강남구 개포2동,2022-03,10329,강남구
서울특별시 강남구 개포2동,2022-04,10373,강남구
서울특별시 강남구 개포2동,2022-05,10432,강남구
서울특별시 강남구 개포2동,2022-06,10471,강남구
서울특별시 강남구 개포2동,2022-07,10519,강남구
서울특별시 강남구 개포2동,2022-08,10567,강남구
서울특별시 강남구 개포2동,2022-09,10622,강남구
서울특별시 강남구 개포2동,2022-10,10685,강남구
서울특별시 강남구 개포2동,2022-11,10735,강남구
서울특별시 강남구 개포2동,2022-12,10802,강남구
서울특별시 강남구 개포2동,2023-01,10855,강남구
서울특별시 강남구 개포2동,2023-02,10921,강남구
서울특별시 강남구 개포2동,2023-03,11026,강남구
서울특별시 강남구 개포2동,2023-04,11116,강남구
서울특별시 강남구 개포2동,2023-05,11204,강남구
서울특별시 강남구 개포2동,2023-06,11326,강남구
서울특별시 강남구 개포2동,2023-07,11405,강남구
서울특별시 강남구 개포2동,2023-08,11515,강남구
서울특별시 강남구 개포2동,2023-09,11621,강남구
서울특별시 강남구 개포2동,2023-10,11704,강남구
서울특별시 강남구 개포2동,2023-11,11799,강남구
서울특별시 강남구 개포2동,2023-12,11892,강남구
서울특별시 강남구 개포4동,2021-11,8661,강남구
서울특별시 강남구 개포4동,2021-12,8729,강남구
서울특별시 강남구 개포4동,2022-01,8766,강남구
서울특별시 강남구 개포4동,2022-02,8798,강남구
서울특별시 강남구 개포4동,2022-03,8842,강남구
서울특별시 강남구 개포4동,2022-04,8878,강남구
서울특별시 강남구 개포4동,2022-05,8916,강남구
서울특별시 강남구 개포4동,2022-06,8946,강남구
서울특별시 강남구 개포4동,2022-07,8978,강남구
서울특별시 강남구 개포4동,2022-08,9014,강남구
서울특별시 강남구 개포4동,2022-09,9056,강남구
서울특별시 강남구 개포4동,2022-10,9090,강남구
서울특별시 강남구 개포4동,2022-11,9136,강남구
서울특별시 강남구 개포4동,2022-12,9177,강남구
서울특별시 강남구 개포4동,2023-01,9225,강남구
서울특별시 강남구 개포4동,2023-02,9257,강남구
서울특별시 강남구 개포4동,2023-03,9310,강남구
서울특별시 강남구 개포4동,2023-04,9362,강남구
서울특별시 강남구 개포4동,2023-05,9402,강남구
서울특별시 강남구 개포4동,2023-06,9469,강남구
서울특별시 강남구 개포4동,2023-07,9508,강남구
서울특별시 강남구 개포4동,2023-08,9550,강남구
서울특별시 강남구 개포4동,2023-09,9591,강남구
서울특별시 강남구 개포4동,2023-10,9635,강남구
서울특별시 강남구 개포4동,2023-11,9671,강남구
서울특별시 강남구 개포4동,2023-12,9728,강남구
서울특별시 강남구 논현1동,2021-11,10661,강남구
서울특별시 강남구 논현1동,2021-12,10763,강남구
서울특별시 강남구 논현1동,2022-01,10817,강남구
서울특별시 강남구 논현1동,2022-02,10865,강남구
서울특별시 강남구 논현1동,2022-03,10921,강남구
서울특별시 강남구 논현1동,2022-04,10964,강남구
서울특별시 강남구 논현1동,2022-05,11035,강남구
서울특별시 강남구 논현1동,2022-06,11088,강남구
서울특별시 강남구 논현1동,2022-07,11144,강남구
서울특별시 강남구 논현1동,2022-08,11197,강남구
서울특별시 강남구 논현1동,2022-09,11263,강남구
서울특별시 강남구 논현1동,2022-10,11328,강남구
서울특별시 강남구 논현1동,2022-11,11402,강남구
서울특별시 강남구 논현1동,2022-12,11486,강남구
서울특별시 강남구 논현1동,2023-01,11534,강남구
서울특별시 강남구 논현1동,2023-02,11578,강남구
서울특별시 강남구 논현1동,2023-03,11624,강남구
서울특별시 강남구 논현1동,2023-04,11676,강남구
서울특별시 강남구 논현1동,2023-05,11745,강남구
서울특별시 강남구 논현1동,2023-06,11822,강남구
서울특별시 강남구 논현1동,2023-07,11878,강남구
서울특별시 강남구 논현1동,2023-08,11925,강남구
서울특별시 강남구 논현1동,2023-09,12008,강남구
서울특별시 강남구 논현1동,2023-10,12083,강남구
서울특별시 강남구 논현1동,2023-11,12138,강남구
서울특별시 강남구 논현1동,2023-12,12191,강남구
서울특별시 강남구 논현2동,2021-11,10403,강남구
서울특별시 강남구 논현2동,2021-12,10497,강남구
서울특별시 강남구 논현2동,2022-01,10553,강남구
서울특별시 강남구 논현2동,2022-02,10585,강남구
서울특별시 강남구 논현2동,2022-03,10641,강남구
서울특별시 강남구 논현2동,2022-04,10680,강남구
서울특별시 강남구 논현2동,2022-05,10720,강남구
서울특별시 강남구 논현2동,2022-06,10776,강남구
서울특별시 강남구 논현2동,2022-07,10810,강남구
서울특별시 강남구 논현2동,2022-08,10872,강남구
서울특별시 강남구 논현2동,2022-09,10929,강남구
서울특별시 강남구 논현2동,2022-10,10971,강남구
서울특별시 강남구 논현2동,2022-11,11029,강남구
서울특별시 강남구 논현2동,2022-12,11087,강남구
서울특별시 강남구 논현2동,2023-01,11127,강남구
서울특별시 강남구 논현2동,2023-02,11181,강남구
서울특별시 강남구 논현2동,2023-03,11231,강남구
서울특별시 강남구 논현2동,2023-04,11283,강남구
서울특별시 강남구 논현2동,2023-05,11331,강남구
서울특별시 강남구 논현2동,2023-06,11397,강남구
서울특별시 강남구 논현2동,2023-07,11444,강남구
서울특별시 강남구 논현2동,2023-08,11484,강남구
서울특별시 강남구 논현2동,2023-09,11559,강남구
서울특별시 강남구 논현2동,2023-10,11622,강남구
서울특별시 강남구 논현2동,2023-11,11674,강남구
서울특별시 강남구 논현2동,2023-12,11732,강남구
서울특별시 강남구 대치1동,2021-11,17766,강남구
서울특별시 강남구 대치1동,2021-12,20150,강남구
서울특별시 강남구 대치1동,2022-01,20521,강남구
서울특별시 강남구 대치1동,2022-02,21035,강남구
서울특별시 강남구 대치1동,2022-03,21258,강남구
서울특별시 강남구 대치1동,2022-04,21584,강남구
서울특별시 강남구 대치1동,2022-05,21846,강남구
서울특별시 강남구 대치1동,2022-06,21992,강남구
서울특별시 강남구 대치1동,2022-07,22057,강남구
서울특별시 강남구 대치1동,2022-08,22181,강남구
서울특별시 강남구 대치1동,2022-09,22275,강남구
서울특별시 강남구 대치1동,2022-10,22334,강남구
서울특별시 강남구 대치1동,2022-11,22424,강남구
서울특별시 강남구 대치1동,2022-12,22519,강남구
서울특별시 강남구 대치1동,2023-01,22577,강남구
서울특별시 강남구 대치1동,2023-02,22647,강남구
서울특별시 강남구 대치1동,2023-03,22727,강남구
서울특별시 강남구 대치1동,2023-04,22782,강남구
서울특별시 강남구 대치1동,2023-05,22839,강남구
서울특별시 강남구 대치1동,2023-06,22929,강남구
서울특별시 강남구 대치1동,2023-07,22996,강남구
서울특별시 강남구 대치1동,2023-08,23057,강남구
서울특별시 강남구 대치1동,2023-09,23128,강남구
서울특별시 강남구 대치1동,2023-10,23184,강남구
서울특별시 강남구 대치1동,2023-11,23264,강남구
서울특별시 강남구 대치1동,2023-12,23340,강남구
서울특별시 강남구 대치2동,2021-11,15211,강남구
서울특별시 강남구 대치2동,2021-12,15327,강남구
서울특별시 강남구 대치2동,2022-01,15380,강남구
서울특별시 강남구 대치2동,2022-02,15436,강남구
서울특별시 강남구 대치2동,2022-03,15495,강남구
서울특별시 강남구 대치2동,2022-04,15559,강남구
서울특별시 강남구 대치2동,2022-05,15634,강남구
서울특별시 강남구 대치2동,2022-06,15834,강남구
서울특별시 강남구 대치2동,2022-07,16079,강남구
서울특별시 강남구 대치2동,2022-08,16150,강남구
서울특별시 강남구 대치2동,2022-09,16206,강남구
서울특별시 강남구 대치2동,2022-10,16257,강남구
서울특별시 강남구 대치2동,2022-11,16331,강남구
서울특별시 강남구 대치2동,2022-12,16414,강남구
서울특별시 강남구 대치2동,2023-01,16489,강남구
서울특별시 강남구 대치2동,2023-02,16542,강남구
서울특별시 강남구 대치2동,2023-03,16630,강남구
서울특별시 강남구 대치2동,2023-04,16704,강남구
서울특별시 강남구 대치2동,2023-05,16769,강남구
서울특별시 강남구 대치2동,2023-06,16849,강남구
서울특별시 강남구 대치2동,2023-07,16911,강남구
서울특별시 강남구 대치2동,2023-08,16987,강남구
서울특별시 강남구 대치2동,2023-09,17094,강남구
서울특별시 강남구 대치2동,2023-10,17154,강남구
서울특별시 강남구 대치2동,2023-11,17220,강남구
서울특별시 강남구 대치2동,2023-12,17291,강남구
서울특별시 강남구 대치4동,2021-11,10364,강남구
서울특별시 강남구 대치4동,2021-12,10412,강남구
서울특별시 강남구 대치4동,2022-01,10430,강남구
서울특별시 강남구 대치4동,2022-02,10447,강남구
서울특별시 강남구 대치4동,2022-03,10480,강남구
서울특별시 강남구 대치4동,2022-04,10502,강남구
서울특별시 강남구 대치4동,2022-05,10532,강남구
서울특별시 강남구 대치4동,2022-06,10551,강남구
서울특별시 강남구 대치4동,2022-07,10567,강남구
서울특별시 강남구 대치4동,2022-08,10600,강남구
서울특별시 강남구 대치4동,2022-09,10735,강남구
서울특별시 강남구 대치4동,2022-10,10796,강남구
서울특별시 강남구 대치4동,2022-11,10895,강남구
서울특별시 강남구 대치4동,2022-12,11004,강남구
서울특별시 강남구 대치4동,2023-01,11036,강남구
서울특별시 강남구 대치4동,2023-02,11061,강남구
서울특별시 강남구 대치4동,2023-03,11106,강남구
서울특별시 강남구 대치4동,2023-04,11135,강남구
서울특별시 강남구 대치4동,2023-05,11166,강남구
서울특별시 강남구 대치4동,2023-06,11196,강남구
서울특별시 강남구 대치4동,2023-07,11225,강남구
서울특별시 강남구 대치4동,2023-08,11252,강남구
서울특별시 강남구 대치4동,2023-09,11273,강남구
서울특별시 강남구 대치4동,2023-10,11297,강남구
서울특별시 강남구 대치4동,2023-11,11330,강남구
서울특별시 강남구 대치4동,2023-12,11354,강남구
서울특별시 강남구 도곡1동,2021-11,9044,강남구
서울특별시 강남구 도곡1동,2021-12,9136,강남구
서울특별시 강남구 도곡1동,2022-01,9194,강남구
서울특별시 강남구 도곡1동,2022-02,9232,강남구
서울특별시 강남구 도곡1동,2022-03,9285,강남구
서울특별시 강남구 도곡1동,2022-04,9325,강남구
서울특별시 강남구 도곡1동,2022-05,9373,강남구
서울특별시 강남구 도곡1동,2022-06,9400,강남구
서울특별시 강남구 도곡1동,2022-07,9431,강남구
서울특별시 강남구 도곡1동,2022-08,9473,강남구
서울특별시 강남구 도곡1동,2022-09,9512,강남구
서울특별시 강남구 도곡1동,2022-10,9555,강남구
서울특별시 강남구 도곡1동,2022-11,9604,강남구
서울특별시 강남구 도곡1동,2022-12,9658,강남구
서울특별시 강남구 도곡1동,2023-01,9699,강남구
서울특별시 강남구 도곡1동,2023-02,9738,강남구
서울특별시 강남구 도곡1동,2023-03,9794,강남구
서울특별시 강남구 도곡1동,2023-04,9840,강남구
서울특별시 강남구 도곡1동,2023-05,9890,강남구
서울특별시 강남구 도곡1동,2023-06,9946,강남구
서울특별시 강남구 도곡1동,2023-07,9991,강남구
서울특별시 강남구 도곡1동,2023-08,10026,강남구
서울특별시 강남구 도곡1동,2023-09,10072,강남구
서울특별시 강남구 도곡1동,2023-10,10117,강남구
서울특별시 강남구 도곡1동,2023-11,10167,강남구
서울특별시 강남구 도곡1동,2023-12,10213,강남구
서울특별시 강남구 도곡2동,2021-11,13721,강남구
서울특별시 강남구 도곡2동,2021-12,13837,강남구
서울특별시 강남구 도곡2동,2022-01,13897,강남구
서울특별시 강남구 도곡2동,2022-02,13961,강남구
서울특별시 강남구 도곡2동,2022-03,14038,강남구
서울특별시 강남구 도곡2동,2022-04,14105,강남구
서울특별시 강남구 도곡2동,2022-05,14170,강남구
서울특별시 강남구 도곡2동,2022-06,14243,강남구
서울특별시 강남구 도곡2동,2022-07,14305,강남구
서울특별시 강남구 도곡2동,2022-08,14376,강남구
서울특별시 강남구 도곡2동,2022-09,14434,강남구
서울특별시 강남구 도곡2동,2022-10,14501,강남구
서울특별시 강남구 도곡2동,2022-11,14589,강남구
서울특별시 강남구 도곡2동,2022-12,14684,강남구
서울특별시 강남구 도곡2동,2023-01,14783,강남구
서울특별시 강남구 도곡2동,2023-02,14862,강남구
서울특별시 강남구 도곡2동,2023-03,14952,강남구
서울특별시 강남구 도곡2동,2023-04,15021,강남구
서울특별시 강남구 도곡2동,2023-05,15107,강남구
서울특별시 강남구 도곡2동,2023-06,15197,강남구
서울특별시 강남구 도곡2동,2023-07,15255,강남구
서울특별시 강남구 도곡2동,2023-08,15313,강남구
서울특별시 강남구 도곡2동,2023-09,15388,강남구
서울특별시 강남구 도곡2동,2023-10,15455,강남구
서울특별시 강남구 도곡2동,2023-11,15531,강남구
서울특별시 강남구 도곡2동,2023-12,15601,강남구
서울특별시 강남구 삼성1동,2021-11,8456,강남구
서울특별시 강남구 삼성1동,2021-12,8548,강남구
서울특별시 강남구 삼성1동,2022-01,8586,강남구
서울특별시 강남구 삼성1동,2022-02,8622,강남구
서울특별시 강남구 삼성1동,2022-03,8669,강남구
서울특별시 강남구 삼성1동,2022-04,8719,강남구
서울특별시 강남구 삼성1동,2022-05,8777,강남구
서울특별시 강남구 삼성1동,2022-06,8837,강남구
서울특별시 강남구 삼성1동,2022-07,8900,강남구
서울특별시 강남구 삼성1동,2022-08,8961,강남구
서울특별시 강남구 삼성1동,2022-09,9022,강남구
서울특별시 강남구 삼성1동,2022-10,9076,강남구
서울특별시 강남구 삼성1동,2022-11,9136,강남구
서울특별시 강남구 삼성1동,2022-12,9198,강남구
서울특별시 강남구 삼성1동,2023-01,9241,강남구
서울특별시 강남구 삼성1동,2023-02,9296,강남구
서울특별시 강남구 삼성1동,2023-03,9342,강남구
서울특별시 강남구 삼성1동,2023-04,9390,강남구
서울특별시 강남구 삼성1동,2023-05,9439,강남구
서울특별시 강남구 삼성1동,2023-06,9492,강남구
서울특별시 강남구 삼성1동,2023-07,9536,강남구
서울특별시 강남구 삼성1동,2023-08,9586,강남구
서울특별시 강남구 삼성1동,2023-09,9634,강남구
서울특별시 강남구 삼성1동,2023-10,9670,강남구
서울특별시 강남구 삼성1동,2023-11,9737,강남구
서울특별시 강남구 삼성1동,2023-12,9789,강남구
서울특별시 강남구 삼성2동,2021-11,12186,강남구
서울특별시 강남구 삼성2동,2021-12,12302,강남구
서울특별시 강남구 삼성2동,2022-01,12333,강남구
서울특별시 강남구 삼성2동,2022-02,12382,강남구
서울특별시 강남구 삼성2동,2022-03,12449,강남구
서울특별시 강남구 삼성2동,2022-04,12499,강남구
서울특별시 강남구 삼성2동,2022-05,12562,강남구
서울특별시 강남구 삼성2동,2022-06,12626,강남구
서울특별시 강남구 삼성2동,2022-07,12677,강남구
서울특별시 강남구 삼성2동,2022-08,12738,강남구
서울특별시 강남구 삼성2동,2022-09,12787,강남구
서울특별시 강남구 삼성2동,2022-10,12844,강남구
서울특별시 강남구 삼성2동,2022-11,12909,강남구
서울특별시 강남구 삼성2동,2022-12,12991,강남구
서울특별시 강남구 삼성2동,2023-01,13037,강남구
서울특별시 강남구 삼성2동,2023-02,13096,강남구
서울특별시 강남구 삼성2동,2023-03,13174,강남구
서울특별시 강남구 삼성2동,2023-04,13241,강남구
서울특별시 강남구 삼성2동,2023-05,13294,강남구
서울특별시 강남구 삼성2동,2023-06,13355,강남구
서울특별시 강남구 삼성2동,2023-07,13418,강남구
서울특별시 강남구 삼성2동,2023-08,13472,강남구
서울특별시 강남구 삼성2동,2023-09,13530,강남구
서울특별시 강남구 삼성2동,2023-10,13585,강남구
서울특별시 강남구 삼성2동,2023-11,13647,강남구
서울특별시 강남구 삼성2동,2023-12,13715,강남구
서울특별시 강남구 세곡동,2021-11,19020,강남구
서울특별시 강남구 세곡동,2021-12,19252,강남구
서울특별시 강남구 세곡동,2022-01,19327,강남구
서울특별시 강남구 세곡동,2022-02,19400,강남구
서울특별시 강남구 세곡동,2022-03,19487,강남구
서울특별시 강남구 세곡동,2022-04,19588,강남구
서울특별시 강남구 세곡동,2022-05,19698,강남구
서울특별시 강남구 세곡동,2022-06,19785,강남구
서울특별시 강남구 세곡동,2022-07,19888,강남구
서울특별시 강남구 세곡동,2022-08,20000,강남구
서울특별시 강남구 세곡동,2022-09,20110,강남구
서울특별시 강남구 세곡동,2022-10,20200,강남구
서울특별시 강남구 세곡동,2022-11,20318,강남구
서울특별시 강남구 세곡동,2022-12,20462,강남구
서울특별시 강남구 세곡동,2023-01,20546,강남구
서울특별시 강남구 세곡동,2023-02,20628,강남구
서울특별시 강남구 세곡동,2023-03,20725,강남구
서울특별시 강남구 세곡동,2023-04,20847,강남구
서울특별시 강남구 세곡동,2023-05,20966,강남구
서울특별시 강남구 세곡동,2023-06,21075,강남구
서울특별시 강남구 세곡동,2023-07,21171,강남구
서울특별시 강남구 세곡동,2023-08,21286,강남구
서울특별시 강남구 세곡동,2023-09,21420,강남구
서울특별시 강남구 세곡동,2023-10,21526,강남구
서울특별시 강남구 세곡동,2023-11,21670,강남구
서울특별시 강남구 세곡동,2023-12,21744,강남구
서울특별시 강남구 수서동,2021-11,5329,강남구
서울특별시 강남구 수서동,2021-12,5415,강남구
서울특별시 강남구 수서동,2022-01,5439,강남구
서울특별시 강남구 수서동,2022-02,5470,강남구
서울특별시 강남구 수서동,2022-03,5501,강남구
서울특별시 강남구 수서동,2022-04,5532,강남구
서울특별시 강남구 수서동,2022-05,5576,강남구
서울특별시 강남구 수서동,2022-06,5605,강남구
서울특별시 강남구 수서동,2022-07,5642,강남구
서울특별시 강남구 수서동,2022-08,5669,강남구
서울특별시 강남구 수서동,2022-09,5706,강남구
서울특별시 강남구 수서동,2022-10,5733,강남구
서울특별시 강남구 수서동,2022-11,5769,강남구
서울특별시 강남구 수서동,2022-12,5810,강남구
서울특별시 강남구 수서동,2023-01,5832,강남구
서울특별시 강남구 수서동,2023-02,5867,강남구
서울특별시 강남구 수서동,2023-03,5912,강남구
서울특별시 강남구 수서동,2023-04,5939,강남구
서울특별시 강남구 수서동,2023-05,5963,강남구
서울특별시 강남구 수서동,2023-06,5992,강남구
서울특별시 강남구 수서동,2023-07,6014,강남구
서울특별시 강남구 수서동,2023-08,6032,강남구
서울특별시 강남구 수서동,2023-09,6047,강남구
서울특별시 강남구 수서동,2023-10,6063,강남구
서울특별시 강남구 수서동,2023-11,6087,강남구
서울특별시 강남구 수서동,2023-12,6101,강남구
서울특별시 강남구 신사동,2021-11,7944,강남구
서울특별시 강남구 신사동,2021-12,8028,강남구
서울특별시 강남구 신사동,2022-01,8063,강남구
서울특별시 강남구 신사동,2022-02,8094,강남구
서울특별시 강남구 신사동,2022-03,8130,강남구
서울특별시 강남구 신사동,2022-04,8175,강남구
서울특별시 강남구 신사동,2022-05,8249,강남구
서울특별시 강남구 신사동,2022-06,8294,강남구
서울특별시 강남구 신사동,2022-07,8334,강남구
서울특별시 강남구 신사동,2022-08,8385,강남구
서울특별시 강남구 신사동,2022-09,8435,강남구
서울특별시 강남구 신사동,2022-10,8479,강남구
서울특별시 강남구 신사동,2022-11,8521,강남구
서울특별시 강남구 신사동,2022-12,8592,강남구
서울특별시 강남구 신사동,2023-01,8646,강남구
서울특별시 강남구 신사동,2023-02,8685,강남구
서울특별시 강남구 신사동,2023-03,8737,강남구
서울특별시 강남구 신사동,2023-04,8770,강남구
서울특별시 강남구 신사동,2023-05,8824,강남구
서울특별시 강남구 신사동,2023-06,8866,강남구
서울특별시 강남구 신사동,2023-07,8910,강남구
서울특별시 강남구 신사동,2023-08,8940,강남구
서울특별시 강남구 신사동,2023-09,8978,강남구
서울특별시 강남구 신사동,2023-10,9009,강남구
서울특별시 강남구 신사동,2023-11,9048,강남구
서울특별시 강남구 신사동,2023-12,9069,강남구
서울특별시 강남구 압구정동,2021-11,12360,강남구
서울특별시 강남구 압구정동,2021-12,12460,강남구
서울특별시 강남구 압구정동,2022-01,12502,강남구
서울특별시 강남구 압구정동,2022-02,12540,강남구
서울특별시 강남구 압구정동,2022-03,12603,강남구
서울특별시 강남구 압구정동,2022-04,12684,강남구
서울특별시 강남구 압구정동,2022-05,12727,강남구
서울특별시 강남구 압구정동,2022-06,12799,강남구
서울특별시 강남구 압구정동,2022-07,12854,강남구
서울특별시 강남구 압구정동,2022-08,12944,강남구
서울특별시 강남구 압구정동,2022-09,12992,강남구
서울특별시 강남구 압구정동,2022-10,13045,강남구
서울특별시 강남구 압구정동,2022-11,13106,강남구
서울특별시 강남구 압구정동,2022-12,13160,강남구
서울특별시 강남구 압구정동,2023-01,13218,강남구
서울특별시 강남구 압구정동,2023-02,13255,강남구
서울특별시 강남구 압구정동,2023-03,13308,강남구
서울특별시 강남구 압구정동,2023-04,13348,강남구
서울특별시 강남구 압구정동,2023-05,13401,강남구
서울특별시 강남구 압구정동,2023-06,13468,강남구
서울특별시 강남구 압구정동,2023-07,13517,강남구
서울특별시 강남구 압구정동,2023-08,13558,강남구
서울특별시 강남구 압구정동,2023-09,13606,강남구
서울특별시 강남구 압구정동,2023-10,13651,강남구
서울특별시 강남구 압구정동,2023-11,13693,강남구
서울특별시 강남구 압구정동,2023-12,13739,강남구
서울특별시 강남구 역삼1동,2021-11,22258,강남구
서울특별시 강남구 역삼1동,2021-12,22480,강남구
서울특별시 강남구 역삼1동,2022-01,22551,강남구
서울특별시 강남구 역삼1동,2022-02,22653,강남구
서울특별시 강남구 역삼1동,2022-03,22757,강남구
서울특별시 강남구 역삼1동,2022-04,22871,강남구
서울특별시 강남구 역삼1동,2022-05,22994,강남구
서울특별시 강남구 역삼1동,2022-06,23111,강남구
서울특별시 강남구 역삼1동,2022-07,23222,강남구
서울특별시 강남구 역삼1동,2022-08,23334,강남구
서울특별시 강남구 역삼1동,2022-09,23483,강남구
서울특별시 강남구 역삼1동,2022-10,23566,강남구
서울특별시 강남구 역삼1동,2022-11,23690,강남구
서울특별시 강남구 역삼1동,2022-12,23802,강남구
서울특별시 강남구 역삼1동,2023-01,23911,강남구
서울특별시 강남구 역삼1동,2023-02,23998,강남구
서울특별시 강남구 역삼1동,2023-03,24123,강남구
서울특별시 강남구 역삼1동,2023-04,24261,강남구
서울특별시 강남구 역삼1동,2023-05,24372,강남구
서울특별시 강남구 역삼1동,2023-06,24480,강남구
서울특별시 강남구 역삼1동,2023-07,24576,강남구
서울특별시 강남구 역삼1동,2023-08,24673,강남구
서울특별시 강남구 역삼1동,2023-09,24791,강남구
서울특별시 강남구 역삼1동,2023-10,24863,강남구
서울특별시 강남구 역삼1동,2023-11,24974,강남구
서울특별시 강남구 역삼1동,2023-12,25109,강남구
서울특별시 강남구 역삼2동,2021-11,15431,강남구
서울특별시 강남구 역삼2동,2021-12,15599,강남구
서울특별시 강남구 역삼2동,2022-01,15663,강남구
서울특별시 강남구 역삼2동,2022-02,15742,강남구
서울특별시 강남구 역삼2동,2022-03,15831,강남구
서울특별시 강남구 역삼2동,2022-04,15897,강남구
서울특별시 강남구 역삼2동,2022-05,15964,강남구
서울특별시 강남구 역삼2동,2022-06,16048,강남구
서울특별시 강남구 역삼2동,2022-07,16126,강남구
서울특별시 강남구 역삼2동,2022-08,16195,강남구
서울특별시 강남구 역삼2동,2022-09,16283,강남구
서울특별시 강남구 역삼2동,2022-10,16354,강남구
서울특별시 강남구 역삼2동,2022-11,16451,강남구
서울특별시 강남구 역삼2동,2022-12,16560,강남구
서울특별시 강남구 역삼2동,2023-01,16636,강남구
서울특별시 강남구 역삼2동,2023-02,16730,강남구
서울특별시 강남구 역삼2동,2023-03,16827,강남구
서울특별시 강남구 역삼2동,2023-04,16895,강남구
서울특별시 강남구 역삼2동,2023-05,16989,강남구
서울특별시 강남구 역삼2동,2023-06,17103,강남구
서울특별시 강남구 역삼2동,2023-07,17213,강남구
서울특별시 강남구 역삼2동,2023-08,17291,강남구
서울특별시 강남구 역삼2동,2023-09,17399,강남구
서울특별시 강남구 역삼2동,2023-10,17505,강남구
서울특별시 강남구 역삼2동,2023-11,17574,강남구
서울특별시 강남구 역삼2동,2023-12,17653,강남구
서울특별시 강남구 일원1동,2021-11,4687,강남구
서울특별시 강남구 일원1동,2021-12,4731,강남구
서울특별시 강남구 일원1동,2022-01,4751,강남구
서울특별시 강남구 일원1동,2022-02,4761,강남구
서울특별시 강남구 일원1동,2022-03,4782,강남구
서울특별시 강남구 일원1동,2022-04,4814,강남구
서울특별시 강남구 일원1동,2022-05,4847,강남구
서울특별시 강남구 일원1동,2022-06,4878,강남구
서울특별시 강남구 일원1동,2022-07,4915,강남구
서울특별시 강남구 일원1동,2022-08,4955,강남구
서울특별시 강남구 일원1동,2022-09,4996,강남구
서울특별시 강남구 일원1동,2022-10,5036,강남구
서울특별시 강남구 일원1동,2022-11,5062,강남구
서울특별시 강남구 일원1동,2022-12,5094,강남구
서울특별시 강남구 일원1동,2023-01,5118,강남구
서울특별시 강남구 일원1동,2023-02,5150,강남구
서울특별시 강남구 일원1동,2023-03,5190,강남구
서울특별시 강남구 일원1동,2023-04,5223,강남구
서울특별시 강남구 일원1동,2023-05,5251,강남구
서울특별시 강남구 일원1동,2023-06,5281,강남구
서울특별시 강남구 일원1동,2023-07,5309,강남구
서울특별시 강남구 일원1동,2023-08,5323,강남구
서울특별시 강남구 일원1동,2023-09,5343,강남구
서울특별시 강남구 일원1동,2023-10,5374,강남구
서울특별시 강남구 일원1동,2023-11,5399,강남구
서울특별시 강남구 일원1동,2023-12,5429,강남구
서울특별시 강남구 일원2동,2021-11,6278,강남구
서울특별시 강남구 일원2동,2021-12,6342,강남구
서울특별시 강남구 일원2동,2022-01,6354,강남구
서울특별시 강남구 일원2동,2022-02,6381,강남구
서울특별시 강남구 일원2동,2022-03,6411,강남구
서울특별시 강남구 일원2동,2022-04,6448,강남구
서울특별시 강남구 일원2동,2022-05,6482,강남구
서울특별시 강남구 일원2동,2022-06,6510,강남구
서울특별시 강남구 일원2동,2022-07,6540,강남구
서울특별시 강남구 일원2동,2022-08,6564,강남구
서울특별시 강남구 일원2동,2022-09,6598,강남구
서울특별시 강남구 일원2동,2022-10,6632,강남구
서울특별시 강남구 일원2동,2022-11,6682,강남구
서울특별시 강남구 일원2동,2022-12,6727,강남구
서울특별시 강남구 일원2동,2023-01,6736,강남구
서울특별시 강남구 일원2동,2023-02,6748,강남구
서울특별시 강남구 일원2동,2023-03,6771,강남구
서울특별시 강남구 일원2동,2023-04,6784,강남구
서울특별시 강남구 일원2동,2023-05,6795,강남구
서울특별시 강남구 일원2동,2023-06,6809,강남구
