일자_dt,month_dt,연도,행정동,단속건수,total_registered
2022-04-19,2022-04,2022,제기동,33,6701
2022-04-20,2022-04,2022,제기동,36,6701
2022-04-21,2022-04,2022,제기동,32,6701
2022-04-22,2022-04,2022,제기동,45,6701
2022-04-23,2022-04,2022,제기동,6,6701
2022-04-24,2022-04,2022,제기동,13,6701
2022-04-25,2022-04,2022,제기동,24,6701
2022-04-26,2022-04,2022,제기동,24,6701
2022-04-27,2022-04,2022,제기동,18,6701
2022-04-28,2022-04,2022,제기동,22,6701
2022-04-29,2022-04,2022,제기동,33,6701
2022-04-30,2022-04,2022,제기동,13,6701
2022-04-01,2022-04,2022,청량리동,28,5329
2022-04-02,2022-04,2022,청량리동,15,5329
2022-04-03,2022-04,2022,청량리동,9,5329
2022-04-04,2022-04,2022,청량리동,9,5329
2022-04-05,2022-04,2022,청량리동,26,5329
2022-04-06,2022-04,2022,청량리동,17,5329
2022-04-07,2022-04,2022,청량리동,33,5329
2022-04-08,2022-04,2022,청량리동,23,5329
2022-04-09,2022-04,2022,청량리동,18,5329
2022-04-10,2022-04,2022,청량리동,9,5329
2022-04-11,2022-04,2022,청량리동,17,5329
2022-04-12,2022-04,2022,청량리동,24,5329
2022-04-13,2022-04,2022,청량리동,24,5329
2022-04-14,2022-04,2022,청량리동,17,5329
2022-04-15,2022-04,2022,청량리동,29,5329
2022-04-16,2022-04,2022,청량리동,6,5329
2022-04-17,2022-04,2022,청량리동,9,5329
2022-04-18,2022-04,2022,청량리동,28,5329
2022-04-19,2022-04,2022,청량리동,30,5329
2022-04-20,2022-04,2022,청량리동,34,5329
2022-04-21,2022-04,2022,청량리동,43,5329
2022-04-22,2022-04,2022,청량리동,24,5329
2022-04-23,2022-04,2022,청량리동,13,5329
2022-04-24,2022-04,2022,청량리동,3,5329
2022-04-25,2022-04,2022,청량리동,33,5329
2022-04-26,2022-04,2022,청량리동,31,5329
2022-04-27,2022-04,2022,청량리동,40,5329
2022-04-28,2022-04,2022,청량리동,33,5329
2022-04-29,2022-04,2022,청량리동,37,5329
2022-04-30,2022-04,2022,청량리동,10,5329
2022-04-01,2022-04,2022,회기동,31,2161
2022-04-02,2022-04,2022,회기동,10,2161
2022-04-03,2022-04,2022,회기동,14,2161
2022-04-04,2022-04,2022,회기동,15,2161
2022-04-05,2022-04,2022,회기동,14,2161
2022-04-06,2022-04,2022,회기동,18,2161
2022-04-07,2022-04,2022,회기동,14,2161
2022-04-08,2022-04,2022,회기동,16,2161
2022-04-09,2022-04,2022,회기동,7,2161
2022-04-10,2022-04,2022,회기동,11,2161
2022-04-11,2022-04,2022,회기동,8,2161
2022-04-12,2022-04,2022,회기동,19,2161
2022-04-13,2022-04,2022,회기동,18,2161
2022-04-14,2022-04,2022,회기동,21,2161
2022-04-15,2022-04,2022,회기동,15,2161
2022-04-16,2022-04,2022,회기동,7,2161
2022-04-17,2022-04,2022,회기동,9,2161
2022-04-18,2022-04,2022,회기동,15,2161
2022-04-19,2022-04,2022,회기동,9,2161
2022-04-20,2022-04,2022,회기동,11,2161
2022-04-21,2022-04,2022,회기동,5,2161
2022-04-22,2022-04,2022,회기동,8,2161
2022-04-23,2022-04,2022,회기동,9,2161
2022-04-24,2022-04,2022,회기동,3,2161
2022-04-25,2022-04,2022,회기동,7,2161
2022-04-26,2022-04,2022,회기동,8,2161
2022-04-27,2022-04,2022,회기동,8,2161
2022-04-28,2022-04,2022,회기동,18,2161
2022-04-29,2022-04,2022,회기동,25,2161
2022-04-30,2022-04,2022,회기동,4,2161
2022-04-01,2022-04,2022,휘경1동,12,4023
2022-04-02,2022-04,2022,휘경1동,1,4023
2022-04-03,2022-04,2022,휘경1동,1,4023
2022-04-04,2022-04,2022,휘경1동,7,4023
2022-04-05,2022-04,2022,휘경1동,9,4023
2022-04-06,2022-04,2022,휘경1동,6,4023
2022-04-07,2022-04,2022,휘경1동,5,4023
2022-04-08,2022-04,2022,휘경1동,4,4023
2022-04-09,2022-04,2022,휘경1동,2,4023
2022-04-10,2022-04,2022,휘경1동,1,4023
2022-04-11,2022-04,2022,휘경1동,3,4023
2022-04-12,2022-04,2022,휘경1동,5,4023
2022-04-13,2022-04,2022,휘경1동,11,4023
2022-04-14,2022-04,2022,휘경1동,10,4023
2022-04-15,2022-04,2022,휘경1동,10,4023
2022-04-18,2022-04,2022,휘경1동,7,4023
2022-04-19,2022-04,2022,휘경1동,9,4023
2022-04-20,2022-04,2022,휘경1동,4,4023
2022-04-21,2022-04,2022,휘경1동,8,4023
2022-04-22,2022-04,2022,휘경1동,4,4023
2022-04-23,2022-04,2022,휘경1동,2,4023
2022-04-24,2022-04,2022,휘경1동,2,4023
2022-04-25,2022-04,2022,휘경1동,9,4023
2022-04-26,2022-04,2022,휘경1동,1,4023
2022-04-27,2022-04,2022,휘경1동,7,4023
2022-04-28,2022-04,2022,휘경1동,4,4023
2022-04-29,2022-04,2022,휘경1동,9,4023
2022-04-30,2022-04,2022,휘경1동,1,4023
2022-04-01,2022-04,2022,휘경2동,3,6594
2022-04-04,2022-04,2022,휘경2동,1,6594
2022-04-05,2022-04,2022,휘경2동,6,6594
2022-04-08,2022-04,2022,휘경2동,1,6594
2022-04-11,2022-04,2022,휘경2동,0,6594
2022-04-15,2022-04,2022,휘경2동,3,6594
2022-04-19,2022-04,2022,휘경2동,1,6594
2022-04-21,2022-04,2022,휘경2동,1,6594
2022-04-22,2022-04,2022,휘경2동,1,6594
2022-04-23,2022-04,2022,휘경2동,2,6594
2022-04-24,2022-04,2022,휘경2동,2,6594
2022-04-25,2022-04,2022,휘경2동,1,6594
2022-04-26,2022-04,2022,휘경2동,2,6594
2022-04-28,2022-04,2022,휘경2동,3,6594
2022-04-29,2022-04,2022,휘경2동,3,6594
2022-04-05,2022-04,2022,이문2동,3,5518
2022-04-07,2022-04,2022,이문2동,1,5518
2022-04-11,2022-04,2022,이문2동,1,5518
2022-04-12,2022-04,2022,이문2동,1,5518
2022-04-14,2022-04,2022,이문2동,0,5518
2022-04-15,2022-04,2022,이문2동,2,5518
2022-04-18,2022-04,2022,이문2동,1,5518
2022-04-20,2022-04,2022,이문2동,3,5518
2022-04-21,2022-04,2022,이문2동,2,5518
2022-04-22,2022-04,2022,이문2동,1,5518
2022-04-28,2022-04,2022,이문2동,1,5518
2022-04-06,2022-04,2022,용신동,0,10154
2022-04-23,2022-04,2022,용신동,0,10154
2022-04-06,2022-04,2022,전농2동,1,5707
2022-04-22,2022-04,2022,전농2동,1,5707
2022-04-29,2022-04,2022,전농2동,1,5707
2022-05-01,2022-05,2022,답십리1동,4,9952
2022-05-02,2022-05,2022,답십리1동,12,9952
2022-05-03,2022-05,2022,답십리1동,8,9952
2022-05-04,2022-05,2022,답십리1동,11,9952
2022-05-05,2022-05,2022,답십리1동,2,9952
2022-05-06,2022-05,2022,답십리1동,11,9952
2022-05-07,2022-05,2022,답십리1동,5,9952
2022-05-08,2022-05,2022,답십리1동,3,9952
2022-05-09,2022-05,2022,답십리1동,8,9952
2022-05-10,2022-05,2022,답십리1동,12,9952
2022-05-11,2022-05,2022,답십리1동,8,9952
2022-05-12,2022-05,2022,답십리1동,3,9952
2022-05-13,2022-05,2022,답십리1동,12,9952
2022-05-14,2022-05,2022,답십리1동,4,9952
2022-05-15,2022-05,2022,답십리1동,6,9952
2022-05-16,2022-05,2022,답십리1동,9,9952
2022-05-17,2022-05,2022,답십리1동,4,9952
2022-05-18,2022-05,2022,답십리1동,15,9952
2022-05-19,2022-05,2022,답십리1동,13,9952
2022-05-20,2022-05,2022,답십리1동,9,9952
2022-05-21,2022-05,2022,답십리1동,2,9952
2022-05-22,2022-05,2022,답십리1동,2,9952
2022-05-23,2022-05,2022,답십리1동,8,9952
2022-05-24,2022-05,2022,답십리1동,12,9952
2022-05-25,2022-05,2022,답십리1동,13,9952
2022-05-26,2022-05,2022,답십리1동,13,9952
2022-05-27,2022-05,2022,답십리1동,12,9952
2022-05-28,2022-05,2022,답십리1동,6,9952
2022-05-29,2022-05,2022,답십리1동,4,9952
2022-05-30,2022-05,2022,답십리1동,21,9952
2022-05-31,2022-05,2022,답십리1동,10,9952
2022-05-01,2022-05,2022,이문1동,2,4239
2022-05-02,2022-05,2022,이문1동,1,4239
2022-05-03,2022-05,2022,이문1동,4,4239
2022-05-04,2022-05,2022,이문1동,1,4239
2022-05-05,2022-05,2022,이문1동,1,4239
2022-05-06,2022-05,2022,이문1동,1,4239
2022-05-07,2022-05,2022,이문1동,2,4239
2022-05-09,2022-05,2022,이문1동,5,4239
2022-05-10,2022-05,2022,이문1동,4,4239
2022-05-12,2022-05,2022,이문1동,2,4239
2022-05-13,2022-05,2022,이문1동,1,4239
2022-05-14,2022-05,2022,이문1동,1,4239
2022-05-15,2022-05,2022,이문1동,2,4239
2022-05-16,2022-05,2022,이문1동,3,4239
2022-05-17,2022-05,2022,이문1동,1,4239
2022-05-18,2022-05,2022,이문1동,1,4239
2022-05-19,2022-05,2022,이문1동,6,4239
2022-05-20,2022-05,2022,이문1동,3,4239
2022-05-22,2022-05,2022,이문1동,1,4239
2022-05-23,2022-05,2022,이문1동,4,4239
2022-05-24,2022-05,2022,이문1동,1,4239
2022-05-25,2022-05,2022,이문1동,6,4239
2022-05-26,2022-05,2022,이문1동,6,4239
2022-05-27,2022-05,2022,이문1동,2,4239
2022-05-28,2022-05,2022,이문1동,1,4239
2022-05-29,2022-05,2022,이문1동,3,4239
2022-05-30,2022-05,2022,이문1동,1,4239
2022-05-31,2022-05,2022,이문1동,2,4239
2022-05-01,2022-05,2022,장안1동,2,13593
2022-05-02,2022-05,2022,장안1동,7,13593
2022-05-03,2022-05,2022,장안1동,5,13593
2022-05-04,2022-05,2022,장안1동,9,13593
2022-05-05,2022-05,2022,장안1동,2,13593
2022-05-06,2022-05,2022,장안1동,7,13593
2022-05-07,2022-05,2022,장안1동,3,13593
2022-05-08,2022-05,2022,장안1동,4,13593
2022-05-09,2022-05,2022,장안1동,8,13593
2022-05-10,2022-05,2022,장안1동,6,13593
2022-05-11,2022-05,2022,장안1동,6,13593
2022-05-12,2022-05,2022,장안1동,4,13593
2022-05-13,2022-05,2022,장안1동,9,13593
2022-05-14,2022-05,2022,장안1동,3,13593
2022-05-15,2022-05,2022,장안1동,1,13593
2022-05-16,2022-05,2022,장안1동,5,13593
2022-05-17,2022-05,2022,장안1동,7,13593
2022-05-18,2022-05,2022,장안1동,6,13593
2022-05-19,2022-05,2022,장안1동,13,13593
2022-05-20,2022-05,2022,장안1동,13,13593
2022-05-21,2022-05,2022,장안1동,1,13593
2022-05-22,2022-05,2022,장안1동,3,13593
2022-05-23,2022-05,2022,장안1동,7,13593
2022-05-24,2022-05,2022,장안1동,7,13593
2022-05-25,2022-05,2022,장안1동,6,13593
2022-05-26,2022-05,2022,장안1동,4,13593
2022-05-27,2022-05,2022,장안1동,6,13593
2022-05-28,2022-05,2022,장안1동,3,13593
2022-05-29,2022-05,2022,장안1동,2,13593
2022-05-30,2022-05,2022,장안1동,10,13593
2022-05-31,2022-05,2022,장안1동,5,13593
2022-05-01,2022-05,2022,장안2동,10,11063
2022-05-02,2022-05,2022,장안2동,21,11063
2022-05-03,2022-05,2022,장안2동,26,11063
2022-05-04,2022-05,2022,장안2동,19,11063
2022-05-05,2022-05,2022,장안2동,4,11063
2022-05-06,2022-05,2022,장안2동,18,11063
2022-05-07,2022-05,2022,장안2동,11,11063
2022-05-08,2022-05,2022,장안2동,16,11063
2022-05-09,2022-05,2022,장안2동,17,11063
2022-05-10,2022-05,2022,장안2동,22,11063
2022-05-11,2022-05,2022,장안2동,19,11063
2022-05-12,2022-05,2022,장안2동,17,11063
2022-05-13,2022-05,2022,장안2동,21,11063
2022-05-14,2022-05,2022,장안2동,7,11063
2022-05-15,2022-05,2022,장안2동,17,11063
2022-05-16,2022-05,2022,장안2동,18,11063
2022-05-17,2022-05,2022,장안2동,19,11063
2022-05-18,2022-05,2022,장안2동,22,11063
2022-05-19,2022-05,2022,장안2동,23,11063
2022-05-20,2022-05,2022,장안2동,30,11063
2022-05-21,2022-05,2022,장안2동,5,11063
2022-05-22,2022-05,2022,장안2동,11,11063
2022-05-23,2022-05,2022,장안2동,18,11063
2022-05-24,2022-05,2022,장안2동,9,11063
2022-05-25,2022-05,2022,장안2동,21,11063
2022-05-26,2022-05,2022,장안2동,20,11063
2022-05-27,2022-05,2022,장안2동,14,11063
2022-05-28,2022-05,2022,장안2동,10,11063
2022-05-29,2022-05,2022,장안2동,10,11063
2022-05-30,2022-05,2022,장안2동,22,11063
2022-05-31,2022-05,2022,장안2동,11,11063
2022-05-01,2022-05,2022,전농1동,3,7919
2022-05-02,2022-05,2022,전농1동,3,7919
2022-05-03,2022-05,2022,전농1동,2,7919
2022-05-04,2022-05,2022,전농1동,4,7919
2022-05-06,2022-05,2022,전농1동,3,7919
2022-05-07,2022-05,2022,전농1동,1,7919
2022-05-08,2022-05,2022,전농1동,1,7919
2022-05-10,2022-05,2022,전농1동,1,7919
2022-05-11,2022-05,2022,전농1동,3,7919
2022-05-13,2022-05,2022,전농1동,1,7919
2022-05-14,2022-05,2022,전농1동,1,7919
2022-05-15,2022-05,2022,전농1동,1,7919
2022-05-17,2022-05,2022,전농1동,3,7919
2022-05-18,2022-05,2022,전농1동,3,7919
2022-05-20,2022-05,2022,전농1동,1,7919
2022-05-22,2022-05,2022,전농1동,1,7919
2022-05-24,2022-05,2022,전농1동,2,7919
2022-05-26,2022-05,2022,전농1동,3,7919
2022-05-27,2022-05,2022,전농1동,1,7919
2022-05-28,2022-05,2022,전농1동,1,7919
2022-05-29,2022-05,2022,전농1동,3,7919
2022-05-30,2022-05,2022,전농1동,2,7919
2022-05-31,2022-05,2022,전농1동,1,7919
2022-05-01,2022-05,2022,제기동,6,6734
2022-05-02,2022-05,2022,제기동,19,6734
2022-05-03,2022-05,2022,제기동,17,6734
2022-05-04,2022-05,2022,제기동,27,6734
2022-05-05,2022-05,2022,제기동,7,6734
2022-05-06,2022-05,2022,제기동,11,6734
2022-05-07,2022-05,2022,제기동,8,6734
2022-05-08,2022-05,2022,제기동,7,6734
2022-05-09,2022-05,2022,제기동,24,6734
2022-05-10,2022-05,2022,제기동,17,6734
2022-05-11,2022-05,2022,제기동,19,6734
2022-05-12,2022-05,2022,제기동,21,6734
2022-05-13,2022-05,2022,제기동,12,6734
2022-05-14,2022-05,2022,제기동,12,6734
2022-05-15,2022-05,2022,제기동,8,6734
2022-05-16,2022-05,2022,제기동,51,6734
2022-05-17,2022-05,2022,제기동,11,6734
2022-05-18,2022-05,2022,제기동,20,6734
2022-05-19,2022-05,2022,제기동,27,6734
2022-05-20,2022-05,2022,제기동,19,6734
2022-05-21,2022-05,2022,제기동,15,6734
2022-05-22,2022-05,2022,제기동,3,6734
2022-05-23,2022-05,2022,제기동,40,6734
2022-05-24,2022-05,2022,제기동,23,6734
2022-05-25,2022-05,2022,제기동,19,6734
2022-05-26,2022-05,2022,제기동,31,6734
2022-05-27,2022-05,2022,제기동,18,6734
2022-05-28,2022-05,2022,제기동,16,6734
2022-05-29,2022-05,2022,제기동,5,6734
2022-05-30,2022-05,2022,제기동,24,6734
2022-05-31,2022-05,2022,제기동,15,6734
2022-05-01,2022-05,2022,청량리동,5,5346
2022-05-02,2022-05,2022,청량리동,50,5346
2022-05-03,2022-05,2022,청량리동,25,5346
2022-05-04,2022-05,2022,청량리동,20,5346
2022-05-05,2022-05,2022,청량리동,2,5346
2022-05-06,2022-05,2022,청량리동,17,5346
2022-05-07,2022-05,2022,청량리동,2,5346
2022-05-08,2022-05,2022,청량리동,2,5346
2022-05-09,2022-05,2022,청량리동,26,5346
2022-05-10,2022-05,2022,청량리동,23,5346
2022-05-11,2022-05,2022,청량리동,16,5346
2022-05-12,2022-05,2022,청량리동,30,5346
2022-05-13,2022-05,2022,청량리동,23,5346
2022-05-14,2022-05,2022,청량리동,17,5346
2022-05-15,2022-05,2022,청량리동,8,5346
2022-05-16,2022-05,2022,청량리동,38,5346
2022-05-17,2022-05,2022,청량리동,40,5346
2022-05-18,2022-05,2022,청량리동,42,5346
2022-05-19,2022-05,2022,청량리동,38,5346
2022-05-20,2022-05,2022,청량리동,39,5346
2022-05-21,2022-05,2022,청량리동,5,5346
2022-05-22,2022-05,2022,청량리동,2,5346
2022-05-23,2022-05,2022,청량리동,37,5346
2022-05-24,2022-05,2022,청량리동,36,5346
2022-05-25,2022-05,2022,청량리동,26,5346
2022-05-26,2022-05,2022,청량리동,33,5346
2022-05-27,2022-05,2022,청량리동,49,5346
2022-05-28,2022-05,2022,청량리동,23,5346
2022-05-29,2022-05,2022,청량리동,5,5346
2022-05-30,2022-05,2022,청량리동,38,5346
2022-05-31,2022-05,2022,청량리동,39,5346
2022-05-01,2022-05,2022,회기동,11,2167
2022-05-02,2022-05,2022,회기동,9,2167
2022-05-03,2022-05,2022,회기동,24,2167
2022-05-04,2022-05,2022,회기동,15,2167
2022-05-05,2022-05,2022,회기동,4,2167
2022-05-06,2022-05,2022,회기동,10,2167
2022-05-07,2022-05,2022,회기동,16,2167
2022-05-08,2022-05,2022,회기동,8,2167
2022-05-09,2022-05,2022,회기동,11,2167
2022-05-10,2022-05,2022,회기동,15,2167
2022-05-11,2022-05,2022,회기동,20,2167
2022-05-12,2022-05,2022,회기동,9,2167
2022-05-13,2022-05,2022,회기동,14,2167
2022-05-14,2022-05,2022,회기동,6,2167
2022-05-15,2022-05,2022,회기동,3,2167
2022-05-16,2022-05,2022,회기동,17,2167
2022-05-17,2022-05,2022,회기동,19,2167
2022-05-18,2022-05,2022,회기동,13,2167
2022-05-19,2022-05,2022,회기동,13,2167
2022-05-20,2022-05,2022,회기동,4,2167
2022-05-21,2022-05,2022,회기동,13,2167
2022-05-22,2022-05,2022,회기동,8,2167
2022-05-23,2022-05,2022,회기동,16,2167
2022-05-24,2022-05,2022,회기동,21,2167
2022-05-25,2022-05,2022,회기동,11,2167
2022-05-26,2022-05,2022,회기동,18,2167
2022-05-27,2022-05,2022,회기동,26,2167
2022-05-28,2022-05,2022,회기동,11,2167
2022-05-29,2022-05,2022,회기동,8,2167
2022-05-30,2022-05,2022,회기동,16,2167
2022-05-31,2022-05,2022,회기동,10,2167
2022-05-01,2022-05,2022,휘경1동,1,4046
2022-05-02,2022-05,2022,휘경1동,10,4046
2022-05-03,2022-05,2022,휘경1동,9,4046
2022-05-04,2022-05,2022,휘경1동,8,4046
2022-05-05,2022-05,2022,휘경1동,2,4046
2022-05-06,2022-05,2022,휘경1동,4,4046
2022-05-07,2022-05,2022,휘경1동,3,4046
2022-05-08,2022-05,2022,휘경1동,3,4046
2022-05-09,2022-05,2022,휘경1동,5,4046
2022-05-10,2022-05,2022,휘경1동,3,4046
2022-05-11,2022-05,2022,휘경1동,5,4046
2022-05-12,2022-05,2022,휘경1동,3,4046
2022-05-13,2022-05,2022,휘경1동,3,4046
2022-05-14,2022-05,2022,휘경1동,3,4046
2022-05-15,2022-05,2022,휘경1동,2,4046
2022-05-16,2022-05,2022,휘경1동,7,4046
2022-05-17,2022-05,2022,휘경1동,6,4046
2022-05-18,2022-05,2022,휘경1동,10,4046
2022-05-19,2022-05,2022,휘경1동,9,4046
2022-05-20,2022-05,2022,휘경1동,4,4046
2022-05-21,2022-05,2022,휘경1동,1,4046
2022-05-22,2022-05,2022,휘경1동,1,4046
2022-05-23,2022-05,2022,휘경1동,4,4046
2022-05-24,2022-05,2022,휘경1동,6,4046
2022-05-25,2022-05,2022,휘경1동,3,4046
2022-05-26,2022-05,2022,휘경1동,3,4046
2022-05-27,2022-05,2022,휘경1동,8,4046
2022-05-28,2022-05,2022,휘경1동,1,4046
2022-05-30,2022-05,2022,휘경1동,7,4046
2022-05-31,2022-05,2022,휘경1동,5,4046
2022-05-02,2022-05,2022,답십리2동,2,9053
2022-05-03,2022-05,2022,답십리2동,3,9053
2022-05-06,2022-05,2022,답십리2동,3,9053
2022-05-09,2022-05,2022,답십리2동,3,9053
2022-05-11,2022-05,2022,답십리2동,2,9053
2022-05-12,2022-05,2022,답십리2동,1,9053
2022-05-13,2022-05,2022,답십리2동,3,9053
2022-05-16,2022-05,2022,답십리2동,2,9053
2022-05-17,2022-05,2022,답십리2동,1,9053
2022-05-19,2022-05,2022,답십리2동,2,9053
2022-05-20,2022-05,2022,답십리2동,2,9053
2022-05-23,2022-05,2022,답십리2동,4,9053
2022-05-24,2022-05,2022,답십리2동,2,9053
2022-05-25,2022-05,2022,답십리2동,1,9053
2022-05-26,2022-05,2022,답십리2동,1,9053
2022-05-27,2022-05,2022,답십리2동,1,9053
2022-05-28,2022-05,2022,답십리2동,2,9053
2022-05-30,2022-05,2022,답십리2동,7,9053
2022-05-31,2022-05,2022,답십리2동,2,9053
2022-05-02,2022-05,2022,휘경2동,2,6626
2022-05-04,2022-05,2022,휘경2동,1,6626
2022-05-08,2022-05,2022,휘경2동,4,6626
2022-05-09,2022-05,2022,휘경2동,1,6626
2022-05-10,2022-05,2022,휘경2동,3,6626
2022-05-11,2022-05,2022,휘경2동,2,6626
2022-05-12,2022-05,2022,휘경2동,1,6626
2022-05-13,2022-05,2022,휘경2동,1,6626
2022-05-15,2022-05,2022,휘경2동,1,6626
2022-05-16,2022-05,2022,휘경2동,2,6626
2022-05-17,2022-05,2022,휘경2동,1,6626
2022-05-18,2022-05,2022,휘경2동,3,6626
2022-05-19,2022-05,2022,휘경2동,4,6626
2022-05-20,2022-05,2022,휘경2동,1,6626
2022-05-21,2022-05,2022,휘경2동,1,6626
2022-05-22,2022-05,2022,휘경2동,2,6626
2022-05-25,2022-05,2022,휘경2동,1,6626
2022-05-27,2022-05,2022,휘경2동,1,6626
2022-05-28,2022-05,2022,휘경2동,2,6626
2022-05-30,2022-05,2022,휘경2동,5,6626
2022-05-31,2022-05,2022,휘경2동,1,6626
2022-05-03,2022-05,2022,이문2동,1,5544
2022-05-07,2022-05,2022,이문2동,1,5544
2022-05-11,2022-05,2022,이문2동,1,5544
2022-05-12,2022-05,2022,이문2동,1,5544
2022-05-16,2022-05,2022,이문2동,1,5544
2022-05-17,2022-05,2022,이문2동,1,5544
2022-05-19,2022-05,2022,이문2동,1,5544
2022-05-20,2022-05,2022,이문2동,3,5544
2022-05-23,2022-05,2022,이문2동,2,5544
2022-05-30,2022-05,2022,이문2동,1,5544
2022-05-04,2022-05,2022,전농2동,0,5728
2022-05-13,2022-05,2022,전농2동,1,5728
2022-05-17,2022-05,2022,전농2동,1,5728
2022-05-27,2022-05,2022,전농2동,1,5728
2022-05-29,2022-05,2022,전농2동,1,5728
2022-06-01,2022-06,2022,답십리1동,14,9997
2022-06-02,2022-06,2022,답십리1동,4,9997
2022-06-03,2022-06,2022,답십리1동,13,9997
2022-06-04,2022-06,2022,답십리1동,9,9997
2022-06-05,2022-06,2022,답십리1동,3,9997
2022-06-06,2022-06,2022,답십리1동,4,9997
2022-06-07,2022-06,2022,답십리1동,17,9997
2022-06-08,2022-06,2022,답십리1동,19,9997
2022-06-09,2022-06,2022,답십리1동,17,9997
2022-06-10,2022-06,2022,답십리1동,27,9997
2022-06-11,2022-06,2022,답십리1동,9,9997
2022-06-12,2022-06,2022,답십리1동,4,9997
2022-06-13,2022-06,2022,답십리1동,19,9997
2022-06-14,2022-06,2022,답십리1동,22,9997
2022-06-15,2022-06,2022,답십리1동,14,9997
2022-06-16,2022-06,2022,답십리1동,20,9997
2022-06-17,2022-06,2022,답십리1동,25,9997
2022-06-18,2022-06,2022,답십리1동,8,9997
2022-06-19,2022-06,2022,답십리1동,2,9997
2022-06-20,2022-06,2022,답십리1동,16,9997
2022-06-21,2022-06,2022,답십리1동,9,9997
2022-06-22,2022-06,2022,답십리1동,11,9997
2022-06-23,2022-06,2022,답십리1동,8,9997
2022-06-24,2022-06,2022,답십리1동,9,9997
2022-06-25,2022-06,2022,답십리1동,3,9997
2022-06-26,2022-06,2022,답십리1동,4,9997
2022-06-27,2022-06,2022,답십리1동,10,9997
2022-06-28,2022-06,2022,답십리1동,5,9997
2022-06-29,2022-06,2022,답십리1동,14,9997
2022-06-30,2022-06,2022,답십리1동,11,9997
2022-06-01,2022-06,2022,답십리2동,10,9093
2022-06-02,2022-06,2022,답십리2동,2,9093
2022-06-03,2022-06,2022,답십리2동,4,9093
2022-06-04,2022-06,2022,답십리2동,1,9093
2022-06-05,2022-06,2022,답십리2동,1,9093
2022-06-06,2022-06,2022,답십리2동,2,9093
2022-06-07,2022-06,2022,답십리2동,7,9093
2022-06-08,2022-06,2022,답십리2동,3,9093
2022-06-09,2022-06,2022,답십리2동,4,9093
2022-06-10,2022-06,2022,답십리2동,4,9093
2022-06-12,2022-06,2022,답십리2동,1,9093
2022-06-13,2022-06,2022,답십리2동,8,9093
2022-06-14,2022-06,2022,답십리2동,4,9093
2022-06-15,2022-06,2022,답십리2동,5,9093
2022-06-16,2022-06,2022,답십리2동,5,9093
2022-06-17,2022-06,2022,답십리2동,6,9093
2022-06-18,2022-06,2022,답십리2동,1,9093
2022-06-19,2022-06,2022,답십리2동,1,9093
2022-06-20,2022-06,2022,답십리2동,1,9093
2022-06-22,2022-06,2022,답십리2동,2,9093
2022-06-23,2022-06,2022,답십리2동,3,9093
2022-06-24,2022-06,2022,답십리2동,4,9093
2022-06-27,2022-06,2022,답십리2동,3,9093
2022-06-29,2022-06,2022,답십리2동,1,9093
2022-06-30,2022-06,2022,답십리2동,3,9093
2022-06-01,2022-06,2022,이문1동,5,4258
2022-06-05,2022-06,2022,이문1동,3,4258
2022-06-06,2022-06,2022,이문1동,1,4258
2022-06-07,2022-06,2022,이문1동,6,4258
2022-06-08,2022-06,2022,이문1동,4,4258
2022-06-09,2022-06,2022,이문1동,5,4258
2022-06-10,2022-06,2022,이문1동,5,4258
2022-06-12,2022-06,2022,이문1동,1,4258
2022-06-13,2022-06,2022,이문1동,3,4258
2022-06-14,2022-06,2022,이문1동,6,4258
2022-06-15,2022-06,2022,이문1동,7,4258
2022-06-16,2022-06,2022,이문1동,5,4258
2022-06-17,2022-06,2022,이문1동,2,4258
2022-06-18,2022-06,2022,이문1동,2,4258
2022-06-20,2022-06,2022,이문1동,4,4258
2022-06-22,2022-06,2022,이문1동,3,4258
2022-06-23,2022-06,2022,이문1동,3,4258
2022-06-24,2022-06,2022,이문1동,2,4258
2022-06-27,2022-06,2022,이문1동,4,4258
2022-06-28,2022-06,2022,이문1동,3,4258
2022-06-29,2022-06,2022,이문1동,5,4258
2022-06-30,2022-06,2022,이문1동,3,4258
2022-06-01,2022-06,2022,장안1동,11,13655
2022-06-03,2022-06,2022,장안1동,3,13655
2022-06-04,2022-06,2022,장안1동,2,13655
2022-06-05,2022-06,2022,장안1동,3,13655
2022-06-06,2022-06,2022,장안1동,3,13655
2022-06-07,2022-06,2022,장안1동,15,13655
2022-06-08,2022-06,2022,장안1동,16,13655
2022-06-09,2022-06,2022,장안1동,11,13655
2022-06-10,2022-06,2022,장안1동,12,13655
2022-06-11,2022-06,2022,장안1동,3,13655
2022-06-12,2022-06,2022,장안1동,2,13655
2022-06-13,2022-06,2022,장안1동,15,13655
2022-06-14,2022-06,2022,장안1동,11,13655
2022-06-15,2022-06,2022,장안1동,20,13655
2022-06-16,2022-06,2022,장안1동,21,13655
2022-06-17,2022-06,2022,장안1동,15,13655
2022-06-18,2022-06,2022,장안1동,7,13655
2022-06-19,2022-06,2022,장안1동,4,13655
2022-06-20,2022-06,2022,장안1동,11,13655
2022-06-21,2022-06,2022,장안1동,11,13655
2022-06-22,2022-06,2022,장안1동,5,13655
2022-06-23,2022-06,2022,장안1동,8,13655
2022-06-24,2022-06,2022,장안1동,5,13655
2022-06-25,2022-06,2022,장안1동,3,13655
2022-06-27,2022-06,2022,장안1동,5,13655
