일자_dt,month_dt,연도,행정동,단속건수,total_registered
2022-12-26,2022-12,2022,이문1동,3,4364
2022-12-27,2022-12,2022,이문1동,1,4364
2022-12-28,2022-12,2022,이문1동,3,4364
2022-12-29,2022-12,2022,이문1동,1,4364
2022-12-30,2022-12,2022,이문1동,2,4364
2022-12-01,2022-12,2022,장안1동,4,14047
2022-12-02,2022-12,2022,장안1동,7,14047
2022-12-03,2022-12,2022,장안1동,1,14047
2022-12-05,2022-12,2022,장안1동,2,14047
2022-12-06,2022-12,2022,장안1동,4,14047
2022-12-07,2022-12,2022,장안1동,3,14047
2022-12-08,2022-12,2022,장안1동,4,14047
2022-12-09,2022-12,2022,장안1동,3,14047
2022-12-10,2022-12,2022,장안1동,2,14047
2022-12-11,2022-12,2022,장안1동,2,14047
2022-12-12,2022-12,2022,장안1동,3,14047
2022-12-13,2022-12,2022,장안1동,3,14047
2022-12-14,2022-12,2022,장안1동,3,14047
2022-12-16,2022-12,2022,장안1동,5,14047
2022-12-20,2022-12,2022,장안1동,3,14047
2022-12-21,2022-12,2022,장안1동,5,14047
2022-12-22,2022-12,2022,장안1동,5,14047
2022-12-23,2022-12,2022,장안1동,4,14047
2022-12-24,2022-12,2022,장안1동,2,14047
2022-12-26,2022-12,2022,장안1동,2,14047
2022-12-27,2022-12,2022,장안1동,6,14047
2022-12-28,2022-12,2022,장안1동,6,14047
2022-12-29,2022-12,2022,장안1동,6,14047
2022-12-30,2022-12,2022,장안1동,4,14047
2022-12-31,2022-12,2022,장안1동,1,14047
2022-12-01,2022-12,2022,장안2동,8,11435
2022-12-02,2022-12,2022,장안2동,6,11435
2022-12-03,2022-12,2022,장안2동,4,11435
2022-12-04,2022-12,2022,장안2동,2,11435
2022-12-05,2022-12,2022,장안2동,8,11435
2022-12-06,2022-12,2022,장안2동,6,11435
2022-12-07,2022-12,2022,장안2동,7,11435
2022-12-08,2022-12,2022,장안2동,4,11435
2022-12-09,2022-12,2022,장안2동,8,11435
2022-12-10,2022-12,2022,장안2동,2,11435
2022-12-12,2022-12,2022,장안2동,8,11435
2022-12-13,2022-12,2022,장안2동,8,11435
2022-12-14,2022-12,2022,장안2동,7,11435
2022-12-15,2022-12,2022,장안2동,9,11435
2022-12-16,2022-12,2022,장안2동,15,11435
2022-12-17,2022-12,2022,장안2동,1,11435
2022-12-18,2022-12,2022,장안2동,4,11435
2022-12-19,2022-12,2022,장안2동,3,11435
2022-12-20,2022-12,2022,장안2동,3,11435
2022-12-21,2022-12,2022,장안2동,9,11435
2022-12-22,2022-12,2022,장안2동,11,11435
2022-12-23,2022-12,2022,장안2동,16,11435
2022-12-24,2022-12,2022,장안2동,1,11435
2022-12-25,2022-12,2022,장안2동,2,11435
2022-12-26,2022-12,2022,장안2동,11,11435
2022-12-27,2022-12,2022,장안2동,12,11435
2022-12-28,2022-12,2022,장안2동,13,11435
2022-12-29,2022-12,2022,장안2동,4,11435
2022-12-30,2022-12,2022,장안2동,10,11435
2022-12-31,2022-12,2022,장안2동,6,11435
2022-12-01,2022-12,2022,제기동,14,6914
2022-12-02,2022-12,2022,제기동,13,6914
2022-12-03,2022-12,2022,제기동,7,6914
2022-12-04,2022-12,2022,제기동,10,6914
2022-12-05,2022-12,2022,제기동,8,6914
2022-12-06,2022-12,2022,제기동,16,6914
2022-12-07,2022-12,2022,제기동,5,6914
2022-12-08,2022-12,2022,제기동,22,6914
2022-12-09,2022-12,2022,제기동,10,6914
2022-12-10,2022-12,2022,제기동,4,6914
2022-12-11,2022-12,2022,제기동,6,6914
2022-12-12,2022-12,2022,제기동,26,6914
2022-12-13,2022-12,2022,제기동,23,6914
2022-12-14,2022-12,2022,제기동,16,6914
2022-12-15,2022-12,2022,제기동,11,6914
2022-12-16,2022-12,2022,제기동,12,6914
2022-12-17,2022-12,2022,제기동,9,6914
2022-12-18,2022-12,2022,제기동,7,6914
2022-12-19,2022-12,2022,제기동,12,6914
2022-12-20,2022-12,2022,제기동,14,6914
2022-12-21,2022-12,2022,제기동,7,6914
2022-12-22,2022-12,2022,제기동,8,6914
2022-12-23,2022-12,2022,제기동,17,6914
2022-12-24,2022-12,2022,제기동,8,6914
2022-12-25,2022-12,2022,제기동,12,6914
2022-12-26,2022-12,2022,제기동,12,6914
2022-12-27,2022-12,2022,제기동,16,6914
2022-12-28,2022-12,2022,제기동,29,6914
2022-12-29,2022-12,2022,제기동,24,6914
2022-12-30,2022-12,2022,제기동,25,6914
2022-12-31,2022-12,2022,제기동,6,6914
2022-12-01,2022-12,2022,청량리동,2,5471
2022-12-02,2022-12,2022,청량리동,7,5471
2022-12-03,2022-12,2022,청량리동,3,5471
2022-12-04,2022-12,2022,청량리동,4,5471
2022-12-05,2022-12,2022,청량리동,13,5471
2022-12-06,2022-12,2022,청량리동,2,5471
2022-12-07,2022-12,2022,청량리동,5,5471
2022-12-08,2022-12,2022,청량리동,7,5471
2022-12-09,2022-12,2022,청량리동,7,5471
2022-12-10,2022-12,2022,청량리동,3,5471
2022-12-11,2022-12,2022,청량리동,5,5471
2022-12-12,2022-12,2022,청량리동,4,5471
2022-12-13,2022-12,2022,청량리동,14,5471
2022-12-14,2022-12,2022,청량리동,12,5471
2022-12-15,2022-12,2022,청량리동,5,5471
2022-12-16,2022-12,2022,청량리동,2,5471
2022-12-17,2022-12,2022,청량리동,1,5471
2022-12-19,2022-12,2022,청량리동,8,5471
2022-12-20,2022-12,2022,청량리동,2,5471
2022-12-21,2022-12,2022,청량리동,4,5471
2022-12-22,2022-12,2022,청량리동,1,5471
2022-12-23,2022-12,2022,청량리동,2,5471
2022-12-24,2022-12,2022,청량리동,0,5471
2022-12-25,2022-12,2022,청량리동,1,5471
2022-12-26,2022-12,2022,청량리동,9,5471
2022-12-27,2022-12,2022,청량리동,2,5471
2022-12-28,2022-12,2022,청량리동,5,5471
2022-12-29,2022-12,2022,청량리동,19,5471
2022-12-30,2022-12,2022,청량리동,4,5471
2022-12-31,2022-12,2022,청량리동,2,5471
2022-12-01,2022-12,2022,회기동,18,2232
2022-12-02,2022-12,2022,회기동,14,2232
2022-12-03,2022-12,2022,회기동,2,2232
2022-12-04,2022-12,2022,회기동,1,2232
2022-12-05,2022-12,2022,회기동,4,2232
2022-12-06,2022-12,2022,회기동,6,2232
2022-12-07,2022-12,2022,회기동,8,2232
2022-12-08,2022-12,2022,회기동,8,2232
2022-12-09,2022-12,2022,회기동,5,2232
2022-12-10,2022-12,2022,회기동,1,2232
2022-12-11,2022-12,2022,회기동,3,2232
2022-12-12,2022-12,2022,회기동,8,2232
2022-12-13,2022-12,2022,회기동,21,2232
2022-12-14,2022-12,2022,회기동,12,2232
2022-12-15,2022-12,2022,회기동,3,2232
2022-12-16,2022-12,2022,회기동,17,2232
2022-12-17,2022-12,2022,회기동,5,2232
2022-12-18,2022-12,2022,회기동,5,2232
2022-12-19,2022-12,2022,회기동,13,2232
2022-12-20,2022-12,2022,회기동,13,2232
2022-12-21,2022-12,2022,회기동,7,2232
2022-12-22,2022-12,2022,회기동,11,2232
2022-12-23,2022-12,2022,회기동,6,2232
2022-12-24,2022-12,2022,회기동,5,2232
2022-12-26,2022-12,2022,회기동,8,2232
2022-12-27,2022-12,2022,회기동,13,2232
2022-12-28,2022-12,2022,회기동,8,2232
2022-12-29,2022-12,2022,회기동,13,2232
2022-12-30,2022-12,2022,회기동,2,2232
2022-12-31,2022-12,2022,회기동,1,2232
2022-12-01,2022-12,2022,휘경1동,3,4199
2022-12-02,2022-12,2022,휘경1동,2,4199
2022-12-03,2022-12,2022,휘경1동,2,4199
2022-12-04,2022-12,2022,휘경1동,1,4199
2022-12-05,2022-12,2022,휘경1동,7,4199
2022-12-06,2022-12,2022,휘경1동,5,4199
2022-12-07,2022-12,2022,휘경1동,3,4199
2022-12-08,2022-12,2022,휘경1동,6,4199
2022-12-09,2022-12,2022,휘경1동,2,4199
2022-12-10,2022-12,2022,휘경1동,3,4199
2022-12-11,2022-12,2022,휘경1동,1,4199
2022-12-12,2022-12,2022,휘경1동,5,4199
2022-12-13,2022-12,2022,휘경1동,6,4199
2022-12-14,2022-12,2022,휘경1동,6,4199
2022-12-15,2022-12,2022,휘경1동,2,4199
2022-12-16,2022-12,2022,휘경1동,4,4199
2022-12-17,2022-12,2022,휘경1동,1,4199
2022-12-18,2022-12,2022,휘경1동,3,4199
2022-12-19,2022-12,2022,휘경1동,6,4199
2022-12-21,2022-12,2022,휘경1동,2,4199
2022-12-22,2022-12,2022,휘경1동,4,4199
2022-12-23,2022-12,2022,휘경1동,2,4199
2022-12-24,2022-12,2022,휘경1동,2,4199
2022-12-25,2022-12,2022,휘경1동,2,4199
2022-12-26,2022-12,2022,휘경1동,2,4199
2022-12-27,2022-12,2022,휘경1동,2,4199
2022-12-28,2022-12,2022,휘경1동,2,4199
2022-12-29,2022-12,2022,휘경1동,1,4199
2022-12-30,2022-12,2022,휘경1동,4,4199
2022-12-31,2022-12,2022,휘경1동,1,4199
2022-12-01,2022-12,2022,휘경2동,2,6848
2022-12-02,2022-12,2022,휘경2동,3,6848
2022-12-04,2022-12,2022,휘경2동,4,6848
2022-12-05,2022-12,2022,휘경2동,2,6848
2022-12-09,2022-12,2022,휘경2동,2,6848
2022-12-10,2022-12,2022,휘경2동,1,6848
2022-12-11,2022-12,2022,휘경2동,2,6848
2022-12-12,2022-12,2022,휘경2동,3,6848
2022-12-13,2022-12,2022,휘경2동,4,6848
2022-12-14,2022-12,2022,휘경2동,4,6848
2022-12-15,2022-12,2022,휘경2동,2,6848
2022-12-16,2022-12,2022,휘경2동,9,6848
2022-12-17,2022-12,2022,휘경2동,1,6848
2022-12-18,2022-12,2022,휘경2동,1,6848
2022-12-19,2022-12,2022,휘경2동,4,6848
2022-12-20,2022-12,2022,휘경2동,1,6848
2022-12-21,2022-12,2022,휘경2동,5,6848
2022-12-22,2022-12,2022,휘경2동,6,6848
2022-12-23,2022-12,2022,휘경2동,1,6848
2022-12-24,2022-12,2022,휘경2동,1,6848
2022-12-26,2022-12,2022,휘경2동,1,6848
2022-12-27,2022-12,2022,휘경2동,1,6848
2022-12-29,2022-12,2022,휘경2동,1,6848
2022-12-30,2022-12,2022,휘경2동,3,6848
2022-12-03,2022-12,2022,전농1동,2,8161
2022-12-04,2022-12,2022,전농1동,1,8161
2022-12-05,2022-12,2022,전농1동,2,8161
2022-12-06,2022-12,2022,전농1동,1,8161
2022-12-07,2022-12,2022,전농1동,2,8161
2022-12-08,2022-12,2022,전농1동,0,8161
2022-12-09,2022-12,2022,전농1동,1,8161
2022-12-10,2022-12,2022,전농1동,2,8161
2022-12-11,2022-12,2022,전농1동,0,8161
2022-12-12,2022-12,2022,전농1동,1,8161
2022-12-13,2022-12,2022,전농1동,1,8161
2022-12-15,2022-12,2022,전농1동,3,8161
2022-12-16,2022-12,2022,전농1동,2,8161
2022-12-17,2022-12,2022,전농1동,1,8161
2022-12-19,2022-12,2022,전농1동,2,8161
2022-12-20,2022-12,2022,전농1동,1,8161
2022-12-21,2022-12,2022,전농1동,1,8161
2022-12-23,2022-12,2022,전농1동,3,8161
2022-12-24,2022-12,2022,전농1동,1,8161
2022-12-25,2022-12,2022,전농1동,1,8161
2022-12-26,2022-12,2022,전농1동,1,8161
2022-12-27,2022-12,2022,전농1동,3,8161
2022-12-28,2022-12,2022,전농1동,1,8161
2022-12-29,2022-12,2022,전농1동,2,8161
2022-12-30,2022-12,2022,전농1동,2,8161
2022-12-31,2022-12,2022,전농1동,2,8161
2022-12-08,2022-12,2022,이문2동,2,5712
2022-12-14,2022-12,2022,이문2동,1,5712
2022-12-21,2022-12,2022,이문2동,1,5712
2022-12-12,2022-12,2022,전농2동,1,5937
2022-12-16,2022-12,2022,전농2동,1,5937
2022-12-19,2022-12,2022,전농2동,1,5937
2022-12-22,2022-12,2022,전농2동,1,5937
2022-12-24,2022-12,2022,전농2동,1,5937
2022-12-29,2022-12,2022,전농2동,0,5937
2023-01-01,2023-01,2023,답십리1동,6,10382
2023-01-02,2023-01,2023,답십리1동,10,10382
2023-01-03,2023-01,2023,답십리1동,6,10382
2023-01-04,2023-01,2023,답십리1동,12,10382
2023-01-05,2023-01,2023,답십리1동,12,10382
2023-01-06,2023-01,2023,답십리1동,11,10382
2023-01-07,2023-01,2023,답십리1동,2,10382
2023-01-08,2023-01,2023,답십리1동,1,10382
2023-01-09,2023-01,2023,답십리1동,9,10382
2023-01-10,2023-01,2023,답십리1동,15,10382
2023-01-11,2023-01,2023,답십리1동,14,10382
2023-01-12,2023-01,2023,답십리1동,14,10382
2023-01-13,2023-01,2023,답십리1동,6,10382
2023-01-14,2023-01,2023,답십리1동,9,10382
2023-01-15,2023-01,2023,답십리1동,5,10382
2023-01-16,2023-01,2023,답십리1동,8,10382
2023-01-17,2023-01,2023,답십리1동,3,10382
2023-01-18,2023-01,2023,답십리1동,7,10382
2023-01-19,2023-01,2023,답십리1동,4,10382
2023-01-20,2023-01,2023,답십리1동,13,10382
2023-01-21,2023-01,2023,답십리1동,6,10382
2023-01-22,2023-01,2023,답십리1동,5,10382
2023-01-23,2023-01,2023,답십리1동,5,10382
2023-01-24,2023-01,2023,답십리1동,5,10382
2023-01-25,2023-01,2023,답십리1동,14,10382
2023-01-26,2023-01,2023,답십리1동,3,10382
2023-01-27,2023-01,2023,답십리1동,3,10382
2023-01-28,2023-01,2023,답십리1동,6,10382
2023-01-29,2023-01,2023,답십리1동,5,10382
2023-01-30,2023-01,2023,답십리1동,14,10382
2023-01-31,2023-01,2023,답십리1동,8,10382
2023-01-01,2023-01,2023,답십리2동,2,9436
2023-01-03,2023-01,2023,답십리2동,2,9436
2023-01-04,2023-01,2023,답십리2동,1,9436
2023-01-05,2023-01,2023,답십리2동,1,9436
2023-01-08,2023-01,2023,답십리2동,1,9436
2023-01-10,2023-01,2023,답십리2동,1,9436
2023-01-11,2023-01,2023,답십리2동,3,9436
2023-01-13,2023-01,2023,답십리2동,1,9436
2023-01-14,2023-01,2023,답십리2동,2,9436
2023-01-15,2023-01,2023,답십리2동,1,9436
2023-01-17,2023-01,2023,답십리2동,1,9436
2023-01-18,2023-01,2023,답십리2동,1,9436
2023-01-19,2023-01,2023,답십리2동,1,9436
2023-01-21,2023-01,2023,답십리2동,1,9436
2023-01-22,2023-01,2023,답십리2동,2,9436
2023-01-23,2023-01,2023,답십리2동,2,9436
2023-01-24,2023-01,2023,답십리2동,3,9436
2023-01-25,2023-01,2023,답십리2동,3,9436
2023-01-26,2023-01,2023,답십리2동,1,9436
2023-01-27,2023-01,2023,답십리2동,1,9436
2023-01-30,2023-01,2023,답십리2동,2,9436
2023-01-01,2023-01,2023,장안1동,1,14104
2023-01-02,2023-01,2023,장안1동,6,14104
2023-01-03,2023-01,2023,장안1동,3,14104
2023-01-04,2023-01,2023,장안1동,7,14104
2023-01-05,2023-01,2023,장안1동,2,14104
2023-01-06,2023-01,2023,장안1동,6,14104
2023-01-07,2023-01,2023,장안1동,1,14104
2023-01-08,2023-01,2023,장안1동,2,14104
2023-01-10,2023-01,2023,장안1동,2,14104
2023-01-11,2023-01,2023,장안1동,2,14104
2023-01-12,2023-01,2023,장안1동,1,14104
2023-01-13,2023-01,2023,장안1동,7,14104
2023-01-14,2023-01,2023,장안1동,3,14104
2023-01-15,2023-01,2023,장안1동,1,14104
2023-01-16,2023-01,2023,장안1동,4,14104
2023-01-17,2023-01,2023,장안1동,6,14104
2023-01-18,2023-01,2023,장안1동,7,14104
2023-01-19,2023-01,2023,장안1동,3,14104
2023-01-20,2023-01,2023,장안1동,7,14104
2023-01-21,2023-01,2023,장안1동,1,14104
2023-01-22,2023-01,2023,장안1동,1,14104
2023-01-23,2023-01,2023,장안1동,1,14104
2023-01-25,2023-01,2023,장안1동,5,14104
2023-01-26,2023-01,2023,장안1동,4,14104
2023-01-27,2023-01,2023,장안1동,4,14104
2023-01-28,2023-01,2023,장안1동,1,14104
2023-01-29,2023-01,2023,장안1동,1,14104
2023-01-30,2023-01,2023,장안1동,2,14104
2023-01-31,2023-01,2023,장안1동,4,14104
2023-01-01,2023-01,2023,장안2동,4,11494
2023-01-02,2023-01,2023,장안2동,9,11494
2023-01-03,2023-01,2023,장안2동,10,11494
2023-01-04,2023-01,2023,장안2동,9,11494
2023-01-05,2023-01,2023,장안2동,15,11494
2023-01-06,2023-01,2023,장안2동,13,11494
2023-01-07,2023-01,2023,장안2동,2,11494
2023-01-08,2023-01,2023,장안2동,6,11494
2023-01-09,2023-01,2023,장안2동,11,11494
2023-01-10,2023-01,2023,장안2동,15,11494
2023-01-11,2023-01,2023,장안2동,12,11494
2023-01-12,2023-01,2023,장안2동,12,11494
2023-01-13,2023-01,2023,장안2동,8,11494
2023-01-14,2023-01,2023,장안2동,2,11494
2023-01-15,2023-01,2023,장안2동,6,11494
2023-01-16,2023-01,2023,장안2동,15,11494
2023-01-17,2023-01,2023,장안2동,7,11494
2023-01-18,2023-01,2023,장안2동,10,11494
2023-01-19,2023-01,2023,장안2동,12,11494
2023-01-20,2023-01,2023,장안2동,15,11494
2023-01-21,2023-01,2023,장안2동,2,11494
2023-01-23,2023-01,2023,장안2동,2,11494
2023-01-24,2023-01,2023,장안2동,2,11494
2023-01-25,2023-01,2023,장안2동,5,11494
2023-01-26,2023-01,2023,장안2동,14,11494
2023-01-27,2023-01,2023,장안2동,6,11494
2023-01-28,2023-01,2023,장안2동,5,11494
2023-01-29,2023-01,2023,장안2동,6,11494
2023-01-30,2023-01,2023,장안2동,6,11494
2023-01-31,2023-01,2023,장안2동,7,11494
2023-01-01,2023-01,2023,전농1동,1,8196
2023-01-02,2023-01,2023,전농1동,7,8196
2023-01-03,2023-01,2023,전농1동,4,8196
2023-01-04,2023-01,2023,전농1동,5,8196
2023-01-05,2023-01,2023,전농1동,3,8196
2023-01-06,2023-01,2023,전농1동,5,8196
2023-01-07,2023-01,2023,전농1동,1,8196
2023-01-08,2023-01,2023,전농1동,2,8196
2023-01-09,2023-01,2023,전농1동,5,8196
2023-01-10,2023-01,2023,전농1동,3,8196
2023-01-11,2023-01,2023,전농1동,3,8196
2023-01-12,2023-01,2023,전농1동,3,8196
2023-01-13,2023-01,2023,전농1동,3,8196
2023-01-14,2023-01,2023,전농1동,3,8196
2023-01-15,2023-01,2023,전농1동,3,8196
2023-01-16,2023-01,2023,전농1동,1,8196
2023-01-17,2023-01,2023,전농1동,1,8196
2023-01-18,2023-01,2023,전농1동,1,8196
2023-01-19,2023-01,2023,전농1동,2,8196
2023-01-20,2023-01,2023,전농1동,2,8196
2023-01-21,2023-01,2023,전농1동,1,8196
2023-01-22,2023-01,2023,전농1동,8,8196
2023-01-24,2023-01,2023,전농1동,2,8196
2023-01-25,2023-01,2023,전농1동,2,8196
2023-01-26,2023-01,2023,전농1동,1,8196
2023-01-27,2023-01,2023,전농1동,2,8196
2023-01-28,2023-01,2023,전농1동,2,8196
2023-01-30,2023-01,2023,전농1동,2,8196
2023-01-01,2023-01,2023,제기동,5,6956
2023-01-02,2023-01,2023,제기동,16,6956
2023-01-03,2023-01,2023,제기동,11,6956
2023-01-04,2023-01,2023,제기동,7,6956
2023-01-05,2023-01,2023,제기동,8,6956
2023-01-06,2023-01,2023,제기동,14,6956
2023-01-07,2023-01,2023,제기동,6,6956
2023-01-08,2023-01,2023,제기동,28,6956
2023-01-09,2023-01,2023,제기동,10,6956
2023-01-10,2023-01,2023,제기동,68,6956
2023-01-11,2023-01,2023,제기동,14,6956
2023-01-12,2023-01,2023,제기동,19,6956
2023-01-13,2023-01,2023,제기동,18,6956
2023-01-14,2023-01,2023,제기동,8,6956
2023-01-15,2023-01,2023,제기동,7,6956
2023-01-16,2023-01,2023,제기동,9,6956
2023-01-17,2023-01,2023,제기동,11,6956
2023-01-18,2023-01,2023,제기동,7,6956
2023-01-19,2023-01,2023,제기동,9,6956
2023-01-20,2023-01,2023,제기동,9,6956
2023-01-21,2023-01,2023,제기동,13,6956
2023-01-22,2023-01,2023,제기동,10,6956
2023-01-25,2023-01,2023,제기동,11,6956
2023-01-26,2023-01,2023,제기동,12,6956
2023-01-27,2023-01,2023,제기동,14,6956
2023-01-28,2023-01,2023,제기동,4,6956
2023-01-29,2023-01,2023,제기동,8,6956
2023-01-30,2023-01,2023,제기동,7,6956
2023-01-31,2023-01,2023,제기동,16,6956
2023-01-01,2023-01,2023,청량리동,1,5491
2023-01-02,2023-01,2023,청량리동,12,5491
2023-01-03,2023-01,2023,청량리동,6,5491
2023-01-04,2023-01,2023,청량리동,12,5491
2023-01-05,2023-01,2023,청량리동,4,5491
2023-01-06,2023-01,2023,청량리동,12,5491
2023-01-08,2023-01,2023,청량리동,7,5491
2023-01-09,2023-01,2023,청량리동,13,5491
2023-01-10,2023-01,2023,청량리동,16,5491
2023-01-11,2023-01,2023,청량리동,3,5491
2023-01-12,2023-01,2023,청량리동,4,5491
2023-01-13,2023-01,2023,청량리동,5,5491
2023-01-14,2023-01,2023,청량리동,1,5491
2023-01-15,2023-01,2023,청량리동,0,5491
2023-01-16,2023-01,2023,청량리동,13,5491
2023-01-17,2023-01,2023,청량리동,3,5491
2023-01-18,2023-01,2023,청량리동,3,5491
2023-01-19,2023-01,2023,청량리동,4,5491
2023-01-20,2023-01,2023,청량리동,11,5491
2023-01-21,2023-01,2023,청량리동,7,5491
2023-01-22,2023-01,2023,청량리동,1,5491
2023-01-23,2023-01,2023,청량리동,0,5491
2023-01-24,2023-01,2023,청량리동,3,5491
2023-01-25,2023-01,2023,청량리동,9,5491
2023-01-26,2023-01,2023,청량리동,1,5491
2023-01-27,2023-01,2023,청량리동,6,5491
2023-01-28,2023-01,2023,청량리동,3,5491
2023-01-29,2023-01,2023,청량리동,7,5491
2023-01-30,2023-01,2023,청량리동,8,5491
2023-01-31,2023-01,2023,청량리동,11,5491
2023-01-01,2023-01,2023,휘경2동,1,6877
2023-01-02,2023-01,2023,휘경2동,4,6877
2023-01-03,2023-01,2023,휘경2동,2,6877
2023-01-04,2023-01,2023,휘경2동,1,6877
2023-01-05,2023-01,2023,휘경2동,3,6877
2023-01-06,2023-01,2023,휘경2동,1,6877
2023-01-09,2023-01,2023,휘경2동,2,6877
2023-01-10,2023-01,2023,휘경2동,3,6877
2023-01-11,2023-01,2023,휘경2동,3,6877
2023-01-12,2023-01,2023,휘경2동,4,6877
2023-01-13,2023-01,2023,휘경2동,3,6877
2023-01-14,2023-01,2023,휘경2동,1,6877
2023-01-15,2023-01,2023,휘경2동,1,6877
2023-01-16,2023-01,2023,휘경2동,3,6877
2023-01-17,2023-01,2023,휘경2동,3,6877
2023-01-18,2023-01,2023,휘경2동,7,6877
2023-01-19,2023-01,2023,휘경2동,4,6877
2023-01-20,2023-01,2023,휘경2동,4,6877
2023-01-21,2023-01,2023,휘경2동,1,6877
2023-01-22,2023-01,2023,휘경2동,5,6877
2023-01-23,2023-01,2023,휘경2동,1,6877
2023-01-24,2023-01,2023,휘경2동,2,6877
2023-01-25,2023-01,2023,휘경2동,4,6877
2023-01-26,2023-01,2023,휘경2동,1,6877
2023-01-27,2023-01,2023,휘경2동,2,6877
2023-01-28,2023-01,2023,휘경2동,3,6877
2023-01-30,2023-01,2023,휘경2동,1,6877
2023-01-31,2023-01,2023,휘경2동,1,6877
2023-01-02,2023-01,2023,이문1동,2,4383
2023-01-03,2023-01,2023,이문1동,1,4383
2023-01-05,2023-01,2023,이문1동,1,4383
2023-01-06,2023-01,2023,이문1동,1,4383
2023-01-07,2023-01,2023,이문1동,3,4383
2023-01-08,2023-01,2023,이문1동,2,4383
2023-01-09,2023-01,2023,이문1동,4,4383
2023-01-10,2023-01,2023,이문1동,2,4383
2023-01-11,2023-01,2023,이문1동,1,4383
2023-01-12,2023-01,2023,이문1동,3,4383
2023-01-13,2023-01,2023,이문1동,2,4383
2023-01-14,2023-01,2023,이문1동,1,4383
2023-01-15,2023-01,2023,이문1동,3,4383
2023-01-16,2023-01,2023,이문1동,3,4383
2023-01-17,2023-01,2023,이문1동,4,4383
2023-01-18,2023-01,2023,이문1동,2,4383
2023-01-19,2023-01,2023,이문1동,1,4383
2023-01-20,2023-01,2023,이문1동,2,4383
2023-01-21,2023-01,2023,이문1동,3,4383
2023-01-23,2023-01,2023,이문1동,1,4383
2023-01-25,2023-01,2023,이문1동,2,4383
2023-01-26,2023-01,2023,이문1동,4,4383
2023-01-27,2023-01,2023,이문1동,2,4383
2023-01-28,2023-01,2023,이문1동,4,4383
2023-01-29,2023-01,2023,이문1동,1,4383
2023-01-30,2023-01,2023,이문1동,2,4383
2023-01-31,2023-01,2023,이문1동,2,4383
2023-01-02,2023-01,2023,회기동,7,2241
2023-01-03,2023-01,2023,회기동,8,2241
2023-01-04,2023-01,2023,회기동,10,2241
2023-01-05,2023-01,2023,회기동,11,2241
2023-01-06,2023-01,2023,회기동,6,2241
2023-01-08,2023-01,2023,회기동,0,2241
2023-01-09,2023-01,2023,회기동,3,2241
2023-01-10,2023-01,2023,회기동,15,2241
2023-01-11,2023-01,2023,회기동,2,2241
2023-01-12,2023-01,2023,회기동,10,2241
2023-01-13,2023-01,2023,회기동,14,2241
2023-01-14,2023-01,2023,회기동,3,2241
2023-01-16,2023-01,2023,회기동,11,2241
2023-01-17,2023-01,2023,회기동,10,2241
2023-01-18,2023-01,2023,회기동,7,2241
2023-01-19,2023-01,2023,회기동,6,2241
2023-01-20,2023-01,2023,회기동,10,2241
2023-01-21,2023-01,2023,회기동,1,2241
2023-01-22,2023-01,2023,회기동,1,2241
2023-01-24,2023-01,2023,회기동,0,2241
2023-01-25,2023-01,2023,회기동,6,2241
2023-01-26,2023-01,2023,회기동,3,2241
2023-01-27,2023-01,2023,회기동,10,2241
2023-01-28,2023-01,2023,회기동,5,2241
2023-01-29,2023-01,2023,회기동,2,2241
2023-01-30,2023-01,2023,회기동,6,2241
2023-01-31,2023-01,2023,회기동,11,2241
2023-01-02,2023-01,2023,휘경1동,4,4224
2023-01-03,2023-01,2023,휘경1동,1,4224
2023-01-04,2023-01,2023,휘경1동,5,4224
2023-01-05,2023-01,2023,휘경1동,8,4224
2023-01-06,2023-01,2023,휘경1동,4,4224
2023-01-07,2023-01,2023,휘경1동,2,4224
2023-01-09,2023-01,2023,휘경1동,3,4224
2023-01-10,2023-01,2023,휘경1동,3,4224
2023-01-11,2023-01,2023,휘경1동,7,4224
2023-01-12,2023-01,2023,휘경1동,1,4224
2023-01-13,2023-01,2023,휘경1동,7,4224
2023-01-14,2023-01,2023,휘경1동,1,4224
2023-01-15,2023-01,2023,휘경1동,4,4224
2023-01-16,2023-01,2023,휘경1동,1,4224
2023-01-17,2023-01,2023,휘경1동,4,4224
2023-01-18,2023-01,2023,휘경1동,1,4224
2023-01-19,2023-01,2023,휘경1동,4,4224
2023-01-20,2023-01,2023,휘경1동,6,4224
2023-01-23,2023-01,2023,휘경1동,4,4224
2023-01-24,2023-01,2023,휘경1동,1,4224
2023-01-25,2023-01,2023,휘경1동,6,4224
2023-01-26,2023-01,2023,휘경1동,6,4224
2023-01-27,2023-01,2023,휘경1동,6,4224
2023-01-28,2023-01,2023,휘경1동,1,4224
2023-01-29,2023-01,2023,휘경1동,1,4224
2023-01-30,2023-01,2023,휘경1동,5,4224
2023-01-31,2023-01,2023,휘경1동,4,4224
2023-01-03,2023-01,2023,전농2동,2,5965
2023-01-04,2023-01,2023,전농2동,1,5965
2023-01-11,2023-01,2023,전농2동,1,5965
2023-01-16,2023-01,2023,전농2동,1,5965
2023-01-18,2023-01,2023,전농2동,1,5965
2023-01-19,2023-01,2023,전농2동,1,5965
2023-01-27,2023-01,2023,전농2동,1,5965
2023-01-31,2023-01,2023,전농2동,1,5965
2023-01-14,2023-01,2023,이문2동,1,5741
2023-01-15,2023-01,2023,이문2동,1,5741
